Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,04/06/24 15:00:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.8,4.0,8.5,0.614,0.608,8.0,9.3,5.0,9.1,7.0,0.645,9.8,0.543,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.8,0.652,0.649,6.3,7.2,4.0,8.6,8.0,0.379,5.7,0.249,9.0,0.427,0.330,3.2,7.1,9.0,6.3,0.640,9.3,4.8,0.633,0.649,0.639,7.8,10.0,10.1
2,04/06/24 15:05:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.8,4.0,8.6,0.615,0.608,8.0,9.3,5.0,9.0,7.0,0.645,9.6,0.544,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.8,0.652,0.649,6.3,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.1,7.1,9.0,6.3,0.640,9.3,4.8,0.633,0.649,0.639,7.8,10.0,10.1
3,04/06/24 15:10:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.7,4.0,8.6,0.615,0.608,8.0,9.5,5.0,9.1,7.0,0.645,9.8,0.543,4.5,0.650,8.1,0.435,8.3,3.3,9.0,4.7,0.652,0.649,6.3,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.2,7.1,9.0,6.2,0.640,9.3,4.8,0.633,0.649,0.639,7.8,10.0,10.1
4,04/06/24 15:15:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.7,4.0,8.6,0.615,0.608,8.0,9.5,5.0,9.1,7.0,0.645,9.8,0.543,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.8,0.652,0.649,6.2,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.2,7.1,8.8,6.3,0.640,9.3,4.8,0.633,0.649,0.639,7.8,9.8,10.1
5,04/06/24 15:20:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.7,4.0,8.5,0.615,0.608,8.0,9.5,5.0,9.1,7.0,0.645,9.8,0.543,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.8,0.652,0.649,6.3,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.1,7.1,9.0,6.3,0.640,9.5,4.8,0.633,0.649,0.639,7.8,9.8,10.1
6,04/06/24 15:25:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.8,4.0,8.6,0.614,0.608,8.0,9.3,5.0,9.1,7.0,0.645,9.6,0.543,4.5,0.650,8.1,0.435,8.3,3.5,8.8,4.8,0.652,0.649,6.2,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.1,7.1,9.0,6.2,0.640,9.3,4.8,0.633,0.649,0.639,7.8,9.8,10.1
7,04/06/24 15:30:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.7,4.0,8.5,0.612,0.601,8.0,9.3,5.0,9.1,7.0,0.645,9.8,0.536,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.8,0.652,0.649,6.2,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.1,7.1,9.0,6.2,0.640,9.5,4.8,0.633,0.649,0.639,7.8,10.0,10.1
8,04/06/24 15:35:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.7,4.0,8.5,0.615,0.608,8.0,9.5,5.0,9.0,7.0,0.645,9.8,0.543,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.7,0.652,0.649,6.2,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.2,7.1,8.8,6.2,0.640,9.3,4.8,0.633,0.649,0.639,7.7,9.8,10.1
9,04/06/24 15:40:00,0.549,9.1,0.649,9.1,5.1,0.461,8.0,0.554,6.7,4.0,8.5,0.612,0.601,8.0,9.3,5.0,9.0,7.0,0.645,9.6,0.536,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.8,0.652,0.649,6.2,7.2,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.2,7.1,9.0,6.2,0.640,9.3,4.8,0.633,0.649,0.639,7.8,10.0,10.1
10,04/06/24 15:45:00,0.549,9.1,0.649,9.0,5.1,0.461,8.0,0.552,6.7,4.0,8.5,0.612,0.601,8.0,9.3,5.0,9.0,7.0,0.645,9.8,0.536,4.5,0.650,8.1,0.435,8.3,3.3,8.8,4.8,0.652,0.649,6.3,7.1,4.0,8.6,8.0,0.379,5.6,0.249,9.0,0.427,0.330,3.1,7.1,9.0,6.2,0.640,9.3,4.8,0.633,0.649,0.639,7.8,10.0,10.1
