Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,12/24/23 15:00:00,0.404,9.6,0.455,9.3,6.1,0.327,8.6,0.394,7.7,4.2,8.8,0.517,0.531,9.5,10.8,6.5,10.6,8.5,0.535,11.3,0.403,4.5,0.287,9.1,0.255,9.3,3.7,10.0,6.0,0.234,0.232,7.6,8.3,4.7,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.214,3.2,7.6,9.2,6.5,0.000,0.0,4.5,0.361,0.470,0.000,8.2,0.0,0.0
2,12/24/23 15:05:00,0.404,9.6,0.455,9.3,6.1,0.327,8.6,0.392,7.7,4.2,8.8,0.517,0.531,10.0,10.8,6.5,10.6,8.5,0.535,11.3,0.403,4.0,0.287,9.1,0.255,9.5,3.7,10.0,6.0,0.234,0.233,7.6,8.3,4.7,9.0,8.1,0.272,6.5,0.160,9.3,0.339,0.214,3.2,7.6,9.2,6.5,0.640,9.5,4.5,0.361,0.470,0.454,8.2,10.1,10.5
3,12/24/23 15:10:00,0.404,9.5,0.455,9.3,6.0,0.327,8.6,0.392,7.7,4.2,8.8,0.517,0.531,10.0,10.8,6.5,10.6,8.5,0.535,11.3,0.403,4.5,0.287,9.1,0.255,9.3,3.7,10.0,6.0,0.234,0.233,7.6,8.3,4.6,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.214,3.2,7.6,9.2,6.5,0.000,0.0,4.3,0.361,0.470,0.000,8.2,0.0,0.0
4,12/24/23 15:15:00,0.404,9.5,0.455,9.3,6.0,0.327,8.6,0.392,7.7,4.2,8.8,0.517,0.531,10.0,11.0,6.0,10.5,8.5,0.535,11.3,0.403,4.5,0.287,9.1,0.255,9.5,3.7,10.0,6.0,0.234,0.233,7.6,8.3,4.7,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.214,3.2,7.6,9.2,6.5,0.640,9.6,4.3,0.361,0.470,0.455,8.1,10.1,10.3
5,12/24/23 15:20:00,0.404,9.6,0.455,9.3,6.0,0.326,8.6,0.395,7.7,4.2,8.8,0.517,0.531,9.5,11.0,6.5,10.6,8.5,0.535,11.3,0.403,4.5,0.287,9.3,0.255,9.3,3.7,10.0,6.0,0.234,0.233,7.6,8.3,4.6,9.0,8.1,0.272,6.5,0.160,9.3,0.339,0.214,3.2,7.6,9.2,6.5,0.640,9.5,4.3,0.361,0.470,0.454,8.1,10.1,10.5
6,12/24/23 15:25:00,0.404,9.6,0.455,9.3,6.0,0.326,8.6,0.392,7.7,4.2,8.8,0.517,0.532,9.5,10.8,6.5,10.6,8.5,0.535,11.3,0.404,4.5,0.287,9.3,0.255,9.5,3.6,10.1,6.0,0.234,0.233,7.6,8.3,4.6,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.214,3.1,7.6,9.2,6.3,0.640,9.6,4.3,0.361,0.470,0.455,8.1,10.1,10.5
7,12/24/23 15:30:00,0.404,9.5,0.455,9.3,6.0,0.326,8.6,0.392,7.7,4.2,8.8,0.517,0.530,9.5,10.8,6.5,10.6,8.5,0.535,11.3,0.403,4.0,0.287,9.1,0.255,9.3,3.7,10.1,6.0,0.234,0.233,7.6,8.3,4.6,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.213,3.2,7.6,9.2,6.3,0.640,9.5,4.3,0.361,0.470,0.455,8.1,10.1,10.5
8,12/24/23 15:35:00,0.403,9.5,0.455,9.3,6.0,0.326,8.5,0.392,7.6,4.2,8.8,0.517,0.532,9.5,10.8,6.5,10.5,8.5,0.535,11.3,0.404,4.0,0.287,9.1,0.255,9.3,3.6,10.0,5.8,0.234,0.233,7.6,8.3,4.6,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.213,3.1,7.6,9.2,6.3,0.640,9.6,4.2,0.361,0.470,0.454,8.1,10.1,10.5
9,12/24/23 15:40:00,0.403,9.5,0.455,9.3,6.0,0.326,8.6,0.392,7.6,4.2,8.8,0.517,0.532,9.5,11.0,6.5,10.5,8.5,0.535,11.3,0.404,4.0,0.287,9.1,0.255,9.3,3.7,10.0,5.8,0.234,0.233,7.6,8.3,4.6,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.213,3.1,7.6,9.2,6.3,0.640,9.6,4.2,0.361,0.470,0.455,8.1,10.0,10.5
10,12/24/23 15:45:00,0.403,9.6,0.455,9.3,6.0,0.326,8.6,0.392,7.7,4.1,8.8,0.517,0.532,9.5,10.8,6.5,10.6,8.5,0.535,11.3,0.404,4.0,0.287,9.1,0.255,9.3,3.7,10.0,5.8,0.234,0.233,7.6,8.3,4.6,9.0,8.1,0.272,6.3,0.160,9.3,0.339,0.213,3.1,7.5,9.2,6.3,0.000,0.0,4.2,0.361,0.470,0.000,8.1,0.0,0.0
