Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
242,01/22/25 23:40:00,0.142,0.110,5.5,6.8,0.3,0.000,0.000,3.9,1.5,2.6,0.158,0.035,6.9,6.4,10.8,0.055,5.3,6.5,8.6,7.3,5.9,0.063,10.3,9.1,0.213,0.044,0.095,7.0,4.9,0.096,0.369,7.0,0.435,6.6,3.1,0.311,5.3,0.379,4.3,3.0,6.0,0.455,6.0,0.276,6.1,2.6,6.8,3.3,0.266,0.370,4.3,5.1
243,01/22/25 23:45:00,0.142,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.035,6.9,6.4,10.8,0.055,5.1,6.5,8.6,7.3,6.0,0.063,10.4,9.0,0.213,0.044,0.095,7.0,5.0,0.096,0.369,7.0,0.435,6.6,3.1,0.311,5.3,0.379,4.3,3.0,5.8,0.455,6.0,0.276,6.1,2.7,6.8,3.2,0.266,0.370,4.3,5.1
244,01/22/25 23:50:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,10.8,0.055,5.3,6.6,8.6,7.3,6.0,0.063,10.4,9.1,0.213,0.044,0.095,7.0,5.0,0.096,0.369,7.0,0.435,6.5,3.1,0.311,5.3,0.380,4.3,3.1,6.0,0.455,6.0,0.276,6.1,2.7,6.8,3.2,0.266,0.370,4.3,5.1
245,01/22/25 23:55:00,0.141,0.110,5.5,6.8,0.3,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,10.9,0.055,5.3,6.6,8.6,7.3,6.0,0.063,10.4,9.1,0.213,0.044,0.095,7.1,5.1,0.096,0.369,7.0,0.435,6.6,3.1,0.311,5.3,0.380,4.3,3.1,6.0,0.455,6.0,0.276,6.1,2.7,6.8,3.3,0.266,0.370,4.3,5.1
246,01/23/25 00:00:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.5,0.157,0.035,6.9,6.4,10.8,0.055,5.3,6.6,8.6,7.3,6.0,0.063,10.4,9.1,0.213,0.044,0.095,7.1,5.1,0.096,0.369,7.0,0.435,6.6,3.1,0.312,5.3,0.380,4.3,3.1,6.0,0.455,6.0,0.276,6.1,2.7,6.8,3.3,0.266,0.370,4.3,5.0
247,01/23/25 00:05:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,10.8,0.055,5.3,6.8,8.6,7.3,6.0,0.063,10.4,9.1,0.213,0.044,0.095,7.3,5.1,0.096,0.369,7.0,0.435,6.5,3.1,0.312,5.3,0.380,4.3,3.1,6.0,0.455,6.0,0.276,6.1,2.8,6.8,3.3,0.266,0.370,4.3,5.1
248,01/23/25 00:10:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,10.8,0.055,5.3,6.8,8.6,7.3,6.1,0.064,10.4,9.0,0.213,0.044,0.095,7.3,5.1,0.096,0.369,7.0,0.435,6.6,3.1,0.312,5.3,0.380,4.3,3.2,6.0,0.455,6.0,0.277,6.1,2.8,6.8,3.3,0.266,0.370,4.3,5.0
249,01/23/25 00:15:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,10.8,0.055,5.3,6.9,8.6,7.3,6.1,0.064,10.4,9.1,0.213,0.044,0.095,7.4,5.1,0.096,0.369,7.0,0.435,6.6,3.2,0.312,5.3,0.380,4.3,3.1,6.0,0.455,6.0,0.277,6.1,2.8,6.8,3.2,0.266,0.372,4.3,5.0
250,01/23/25 00:20:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.5,0.157,0.035,6.9,6.4,10.6,0.055,5.1,6.9,8.5,7.3,6.1,0.064,10.4,9.1,0.213,0.044,0.095,7.4,5.1,0.096,0.369,7.0,0.435,6.6,3.2,0.312,5.3,0.380,4.3,3.2,6.0,0.455,6.0,0.277,6.1,3.0,6.8,3.2,0.266,0.370,4.3,5.0
251,01/23/25 00:25:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.4,2.6,0.157,0.035,6.9,6.4,10.6,0.055,5.3,7.0,8.6,7.3,6.1,0.064,10.3,9.1,0.213,0.044,0.095,7.5,5.3,0.096,0.369,7.0,0.435,6.5,3.2,0.312,5.3,0.380,4.3,3.2,6.0,0.455,6.0,0.277,6.1,3.0,6.8,3.3,0.266,0.370,4.3,5.1
252,01/23/25 00:30:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.4,2.6,0.157,0.035,6.9,6.4,10.5,0.055,5.3,7.0,8.6,7.3,6.1,0.064,10.3,9.1,0.213,0.044,0.095,7.5,5.3,0.096,0.369,7.0,0.435,6.6,3.2,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.277,6.1,3.0,6.8,3.3,0.266,0.370,4.3,5.1
253,01/23/25 00:35:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,10.4,0.055,5.3,7.0,8.5,7.3,6.1,0.064,10.1,9.1,0.213,0.044,0.095,7.5,5.3,0.096,0.369,7.0,0.435,6.6,3.2,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.277,6.1,3.1,6.8,3.3,0.266,0.370,4.3,5.1
254,01/23/25 00:40:00,0.142,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,10.3,0.055,5.3,7.0,8.6,7.3,6.3,0.064,10.1,9.1,0.213,0.044,0.095,7.6,5.3,0.096,0.369,7.0,0.435,6.6,3.2,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.277,6.1,3.1,7.0,3.3,0.266,0.370,4.3,5.1
255,01/23/25 00:45:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.5,0.157,0.035,6.9,6.4,10.1,0.055,5.3,7.1,8.6,7.3,6.3,0.064,10.1,9.0,0.213,0.044,0.095,7.6,5.3,0.096,0.369,7.0,0.435,6.6,3.2,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.277,6.1,3.2,6.8,3.3,0.266,0.370,4.3,5.0
256,01/23/25 00:50:00,0.141,0.110,5.5,6.8,0.3,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,10.0,0.055,5.3,7.1,8.6,7.3,6.3,0.064,10.0,9.1,0.213,0.044,0.095,7.6,5.4,0.096,0.369,7.0,0.435,6.5,3.2,0.312,5.3,0.379,4.3,3.3,6.0,0.455,6.0,0.277,6.1,3.1,6.8,3.5,0.266,0.370,4.3,5.0
257,01/23/25 00:55:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,9.9,0.055,5.3,7.1,8.5,7.3,6.3,0.064,10.0,9.1,0.213,0.044,0.095,7.6,5.4,0.096,0.369,7.0,0.435,6.6,3.2,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.277,6.1,3.2,6.8,3.3,0.266,0.370,4.3,5.1
258,01/23/25 01:00:00,0.142,0.110,5.5,6.8,0.3,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,9.8,0.055,5.3,7.1,8.6,7.3,6.3,0.064,9.9,9.1,0.213,0.044,0.095,7.8,5.4,0.096,0.369,7.0,0.435,6.5,3.2,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.277,6.1,3.3,6.8,3.3,0.266,0.370,4.3,5.1
259,01/23/25 01:05:00,0.141,0.110,5.5,6.8,0.3,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,9.6,0.055,5.3,7.3,8.6,7.3,6.3,0.064,9.8,9.0,0.213,0.044,0.095,7.8,5.5,0.096,0.369,7.0,0.435,6.5,3.2,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.3,6.8,3.3,0.266,0.370,4.3,5.1
260,01/23/25 01:10:00,0.142,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,9.5,0.055,5.3,7.3,8.5,7.3,6.4,0.064,9.8,9.1,0.213,0.044,0.095,7.8,5.4,0.096,0.369,7.0,0.435,6.6,3.3,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.3,6.8,3.3,0.266,0.370,4.3,5.1
261,01/23/25 01:15:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,9.3,0.055,5.4,7.3,8.6,7.3,6.4,0.064,9.6,9.1,0.213,0.044,0.095,7.9,5.5,0.096,0.369,7.0,0.435,6.6,3.3,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.3,6.8,3.3,0.266,0.370,4.3,5.1
262,01/23/25 01:20:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,9.1,0.055,5.4,7.3,8.6,7.3,6.4,0.064,9.6,9.1,0.213,0.044,0.095,7.9,5.5,0.096,0.369,7.0,0.435,6.6,3.3,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.3,6.8,3.3,0.266,0.370,4.3,5.1
263,01/23/25 01:25:00,0.142,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.5,0.157,0.035,6.9,6.4,9.0,0.055,5.3,7.3,8.5,7.3,6.4,0.064,9.5,9.0,0.213,0.044,0.095,7.9,5.5,0.096,0.369,7.0,0.435,6.6,3.3,0.312,5.3,0.379,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.5,6.8,3.5,0.266,0.370,4.3,5.0
264,01/23/25 01:30:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.9,1.5,2.5,0.157,0.035,6.9,6.4,8.9,0.055,5.4,7.3,8.6,7.4,6.5,0.064,9.5,9.1,0.213,0.044,0.095,7.9,5.5,0.096,0.369,7.0,0.435,6.6,3.3,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.5,6.8,3.5,0.266,0.370,4.3,5.1
265,01/23/25 01:35:00,0.142,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.5,0.157,0.035,6.9,6.4,8.8,0.055,5.4,7.3,8.6,7.4,6.5,0.065,9.4,9.1,0.213,0.044,0.095,7.9,5.6,0.096,0.369,7.0,0.435,6.5,3.3,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.5,6.8,3.5,0.266,0.370,4.3,5.0
266,01/23/25 01:40:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.5,0.157,0.035,6.9,6.4,8.6,0.055,5.4,7.3,8.6,7.3,6.5,0.065,9.3,9.1,0.213,0.044,0.095,7.9,5.6,0.096,0.369,7.0,0.435,6.5,3.3,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.6,6.8,3.5,0.266,0.370,4.3,5.0
267,01/23/25 01:45:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,8.5,0.055,5.4,7.3,8.6,7.4,6.5,0.065,9.3,9.1,0.213,0.044,0.095,8.0,5.6,0.096,0.369,7.0,0.435,6.5,3.3,0.313,5.3,0.379,4.3,3.5,6.0,0.455,6.0,0.278,6.1,3.6,6.8,3.5,0.266,0.370,4.3,5.1
268,01/23/25 01:50:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.5,0.157,0.035,6.9,6.4,8.4,0.055,5.4,7.3,8.6,7.4,6.5,0.065,9.1,9.1,0.213,0.044,0.096,8.0,5.6,0.096,0.369,7.0,0.435,6.6,3.3,0.312,5.3,0.380,4.3,3.3,5.8,0.455,6.0,0.278,6.1,3.6,6.8,3.5,0.266,0.370,4.3,5.0
269,01/23/25 01:55:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.3,8.3,0.055,5.4,7.3,8.5,7.4,6.6,0.065,9.0,9.1,0.213,0.044,0.095,8.0,5.6,0.096,0.369,7.0,0.435,6.5,3.3,0.312,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.278,6.1,3.6,6.8,3.5,0.266,0.370,4.3,5.0
270,01/23/25 02:00:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,8.1,0.055,5.4,7.3,8.5,7.4,6.6,0.065,9.0,9.1,0.213,0.044,0.096,8.0,5.8,0.096,0.369,7.0,0.435,6.5,3.3,0.313,5.3,0.380,4.3,3.5,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.5,0.266,0.370,4.3,5.0
271,01/23/25 02:05:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,8.0,0.056,5.4,7.3,8.5,7.4,6.6,0.065,8.9,9.1,0.213,0.044,0.095,8.0,5.8,0.096,0.370,7.0,0.435,6.5,3.5,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.6,0.266,0.370,4.3,5.1
272,01/23/25 02:10:00,0.141,0.110,5.4,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,7.9,0.056,5.4,7.3,8.6,7.4,6.6,0.065,8.9,9.1,0.213,0.044,0.096,8.0,5.8,0.096,0.369,7.0,0.435,6.6,3.5,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.6,0.266,0.370,4.3,5.0
273,01/23/25 02:15:00,0.141,0.110,5.4,6.8,0.1,0.000,0.000,3.9,1.5,2.5,0.157,0.035,6.9,6.4,7.9,0.056,5.4,7.3,8.5,7.4,6.6,0.065,8.8,9.1,0.213,0.044,0.096,8.0,5.8,0.096,0.369,7.0,0.435,6.5,3.5,0.313,5.3,0.380,4.3,3.5,6.0,0.455,6.0,0.278,6.1,3.7,6.8,3.5,0.266,0.370,4.3,5.1
274,01/23/25 02:20:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,7.6,0.056,5.4,7.3,8.5,7.4,6.8,0.065,8.6,9.1,0.213,0.045,0.096,8.0,5.8,0.096,0.369,7.0,0.435,6.6,3.5,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.6,0.266,0.370,4.3,5.0
275,01/23/25 02:25:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,7.6,0.056,5.4,7.1,8.5,7.4,6.6,0.065,8.5,9.1,0.213,0.044,0.096,8.0,5.8,0.096,0.370,7.0,0.435,6.6,3.5,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.7,7.0,3.6,0.266,0.370,4.3,5.1
276,01/23/25 02:30:00,0.142,0.110,5.4,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,7.5,0.056,5.5,7.1,8.5,7.4,6.8,0.065,8.5,9.0,0.213,0.044,0.096,8.0,5.9,0.096,0.370,7.0,0.435,6.6,3.5,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.3,5.1
277,01/23/25 02:35:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.9,1.4,2.5,0.157,0.035,6.9,6.4,7.4,0.056,5.5,7.1,8.5,7.4,6.8,0.065,8.4,9.0,0.213,0.045,0.096,8.0,5.9,0.096,0.370,7.0,0.435,6.6,3.5,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.3,5.0
278,01/23/25 02:40:00,0.141,0.110,5.4,6.8,0.1,0.000,0.000,3.8,1.4,2.5,0.157,0.035,6.9,6.4,7.3,0.056,5.5,7.1,8.5,7.4,6.8,0.065,8.3,9.0,0.213,0.044,0.096,8.0,5.9,0.096,0.370,7.0,0.435,6.6,3.5,0.313,5.3,0.382,4.5,3.5,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.3,5.0
279,01/23/25 02:45:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.5,0.157,0.035,6.9,6.4,7.3,0.057,5.5,7.1,8.5,7.4,6.8,0.065,8.3,9.0,0.213,0.044,0.096,8.0,5.9,0.096,0.370,7.0,0.435,6.6,3.5,0.313,5.3,0.380,4.5,3.3,5.8,0.455,6.0,0.279,6.1,3.7,6.8,3.6,0.266,0.370,4.3,5.0
280,01/23/25 02:50:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.5,0.157,0.035,6.9,6.4,7.1,0.057,5.5,7.1,8.5,7.4,6.8,0.065,8.1,9.1,0.213,0.045,0.096,7.9,5.9,0.096,0.370,7.0,0.435,6.5,3.5,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.7,0.266,0.370,4.3,5.0
281,01/23/25 02:55:00,0.142,0.110,5.5,6.6,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.8,6.4,7.0,0.057,5.5,7.0,8.6,7.4,6.8,0.065,8.1,9.0,0.213,0.044,0.096,8.0,5.9,0.096,0.370,7.0,0.435,6.5,3.5,0.313,5.3,0.382,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.6,0.266,0.370,4.5,5.0
282,01/23/25 03:00:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,6.9,0.057,5.5,7.0,8.6,7.5,6.9,0.065,8.0,9.0,0.213,0.044,0.096,7.9,5.9,0.096,0.370,7.0,0.435,6.6,3.5,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.7,0.266,0.370,4.3,5.1
283,01/23/25 03:05:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.5,0.157,0.035,6.9,6.4,6.9,0.057,5.5,7.0,8.5,7.5,6.9,0.065,7.9,9.0,0.213,0.044,0.096,8.0,6.0,0.096,0.370,7.0,0.435,6.5,3.5,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.3,5.0
284,01/23/25 03:10:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,6.8,0.057,5.5,7.0,8.5,7.4,6.9,0.065,7.9,9.1,0.213,0.044,0.096,7.9,6.0,0.096,0.370,7.0,0.435,6.5,3.5,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.7,0.266,0.370,4.5,5.0
285,01/23/25 03:15:00,0.142,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.6,0.157,0.035,6.9,6.4,6.6,0.057,5.6,6.9,8.5,7.5,6.9,0.065,7.8,9.1,0.213,0.044,0.096,7.9,5.9,0.096,0.370,7.0,0.435,6.6,3.6,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.7,0.266,0.370,4.3,5.1
286,01/23/25 03:20:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,6.6,0.057,5.5,6.9,8.5,7.5,6.9,0.065,7.8,9.0,0.213,0.045,0.095,7.9,6.0,0.096,0.370,7.0,0.435,6.5,3.6,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.7,0.266,0.370,4.5,5.0
287,01/23/25 03:25:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.5,0.157,0.035,6.9,6.4,6.5,0.057,5.5,6.9,8.5,7.4,7.0,0.065,7.6,9.1,0.213,0.045,0.096,7.9,6.0,0.096,0.370,7.0,0.435,6.6,3.6,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.3,5.1
288,01/23/25 03:30:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.157,0.035,6.9,6.4,6.4,0.057,5.6,6.9,8.6,7.5,7.0,0.065,7.5,9.0,0.213,0.044,0.096,7.9,6.0,0.096,0.370,7.0,0.435,6.5,3.6,0.313,5.3,0.380,4.3,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.3,5.0
289,01/23/25 03:35:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.4,2.5,0.157,0.035,6.9,6.4,6.4,0.057,5.6,6.8,8.5,7.5,7.0,0.065,7.5,9.0,0.213,0.044,0.095,7.8,6.0,0.096,0.370,7.0,0.435,6.6,3.6,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.3,5.1
290,01/23/25 03:40:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,6.4,0.057,5.5,6.8,8.5,7.5,7.0,0.065,7.5,9.0,0.213,0.044,0.096,7.8,6.0,0.096,0.370,7.0,0.435,6.5,3.6,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.5,5.1
291,01/23/25 03:45:00,0.141,0.110,5.4,6.6,0.1,0.000,0.000,3.9,1.4,2.5,0.157,0.035,6.8,6.4,6.3,0.057,5.6,6.8,8.5,7.5,7.0,0.065,7.3,9.1,0.213,0.044,0.096,7.9,6.0,0.096,0.370,7.0,0.435,6.5,3.6,0.313,5.3,0.380,4.5,3.2,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.8,0.266,0.370,4.3,5.0
292,01/23/25 03:50:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.8,1.4,2.6,0.157,0.035,6.9,6.4,6.1,0.058,5.6,6.8,8.5,7.5,7.0,0.065,7.3,9.0,0.213,0.044,0.096,7.8,6.0,0.096,0.370,7.0,0.435,6.5,3.5,0.313,5.3,0.380,4.5,3.2,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.7,0.266,0.370,4.3,5.0
293,01/23/25 03:55:00,0.141,0.110,5.5,6.6,0.1,0.000,0.000,3.8,1.5,2.5,0.157,0.035,6.9,6.4,6.1,0.058,5.6,6.6,8.5,7.5,7.0,0.065,7.3,9.0,0.213,0.044,0.096,7.8,6.0,0.096,0.370,7.0,0.435,6.5,3.6,0.313,5.3,0.380,4.5,3.3,6.0,0.455,6.0,0.279,6.1,3.8,6.8,3.8,0.266,0.370,4.5,5.0
294,01/23/25 04:00:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.4,2.5,0.157,0.035,6.9,6.4,6.0,0.058,5.6,6.6,8.6,7.5,7.0,0.065,7.1,9.0,0.213,0.044,0.096,7.8,6.0,0.096,0.370,7.0,0.435,6.6,3.6,0.313,5.3,0.380,4.5,3.2,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.7,0.266,0.370,4.5,5.0
295,01/23/25 04:05:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.8,1.5,2.5,0.157,0.035,6.9,6.4,5.9,0.058,5.6,6.6,8.6,7.5,7.0,0.065,7.1,9.0,0.213,0.044,0.096,7.6,6.0,0.096,0.370,7.0,0.435,6.6,3.6,0.313,5.3,0.380,4.5,3.2,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.8,0.266,0.370,4.5,5.1
296,01/23/25 04:10:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.5,0.157,0.035,6.8,6.4,5.9,0.058,5.6,6.6,8.5,7.6,7.0,0.065,7.0,9.0,0.213,0.044,0.096,7.6,6.1,0.096,0.370,7.0,0.435,6.5,3.6,0.313,5.3,0.379,4.5,3.2,6.0,0.455,6.0,0.279,6.1,3.7,6.8,3.8,0.266,0.370,4.5,5.0
