Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,01/17/24 07:05:00,0.439,6.3,0.485,5.8,3.5,0.362,4.5,0.400,3.8,4.0,5.0,0.643,0.585,6.5,7.0,6.5,6.8,6.5,0.643,7.5,0.480,7.0,0.472,5.5,0.343,5.8,5.6,6.5,5.2,0.342,0.425,5.1,5.0,2.8,5.5,4.5,0.287,2.7,0.165,6.1,0.349,0.234,3.2,3.6,5.3,5.6,0.639,5.1,6.1,0.493,0.649,0.637,5.2,5.8,6.1
2,01/17/24 07:10:00,0.439,6.3,0.485,5.8,3.6,0.362,4.5,0.400,3.8,3.8,5.0,0.643,0.585,6.5,7.0,6.5,6.8,6.5,0.643,7.5,0.480,7.0,0.472,5.5,0.343,5.8,5.6,6.5,5.3,0.342,0.425,5.1,5.0,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.2,3.6,5.3,5.7,0.639,5.3,6.1,0.493,0.650,0.637,5.3,5.8,6.3
3,01/17/24 07:15:00,0.439,6.3,0.485,5.8,3.5,0.362,4.5,0.400,3.8,4.0,5.0,0.643,0.583,6.5,7.0,6.5,6.8,6.5,0.643,7.5,0.478,7.0,0.472,5.5,0.343,5.8,5.5,6.5,5.2,0.342,0.425,5.1,5.0,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.2,3.6,5.3,5.6,0.000,0.0,6.1,0.493,0.649,0.000,5.3,0.0,0.0
4,01/17/24 07:20:00,0.439,6.3,0.485,5.8,3.5,0.362,4.5,0.400,3.8,4.0,5.0,0.643,0.583,6.5,7.0,6.5,6.8,6.5,0.643,7.5,0.478,7.0,0.472,5.5,0.344,5.8,5.6,6.5,5.3,0.342,0.427,5.1,5.0,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.2,3.6,5.3,5.6,0.639,5.3,6.1,0.493,0.649,0.637,5.2,5.8,6.3
5,01/17/24 07:25:00,0.439,6.3,0.485,5.8,3.5,0.362,4.5,0.400,3.8,4.0,5.0,0.643,0.583,6.5,7.0,6.5,6.8,6.5,0.643,7.5,0.478,7.0,0.472,5.5,0.343,5.8,5.6,6.5,5.2,0.342,0.427,5.1,5.0,2.8,5.5,4.5,0.287,2.7,0.165,6.1,0.349,0.234,3.2,3.6,5.3,5.7,0.639,5.3,6.1,0.493,0.649,0.637,5.3,5.8,6.3
6,01/17/24 07:30:00,0.439,6.3,0.485,5.8,3.6,0.363,4.5,0.400,3.8,4.0,5.0,0.643,0.585,6.5,7.0,6.5,6.8,6.5,0.644,7.5,0.480,7.0,0.472,5.5,0.343,5.8,5.6,6.5,5.2,0.342,0.425,5.1,5.0,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.3,3.6,5.3,5.6,0.000,0.0,6.0,0.493,0.649,0.000,5.2,0.0,0.0
7,01/17/24 07:35:00,0.439,6.3,0.485,5.8,3.5,0.362,4.5,0.400,3.8,4.0,5.0,0.643,0.585,6.5,7.0,6.5,6.8,6.5,0.643,7.5,0.480,7.0,0.472,5.5,0.343,5.8,5.5,6.5,5.3,0.343,0.425,5.1,5.1,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.3,3.7,5.3,5.7,0.639,5.3,6.1,0.493,0.649,0.637,5.2,5.8,6.3
8,01/17/24 07:40:00,0.439,6.3,0.485,5.8,3.6,0.363,4.5,0.400,4.0,4.0,5.0,0.643,0.583,6.5,7.0,6.5,6.8,6.5,0.643,7.5,0.478,7.0,0.472,5.5,0.343,5.8,5.5,6.5,5.2,0.343,0.425,5.1,5.0,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.3,3.6,5.3,5.7,0.000,0.0,6.0,0.493,0.649,0.000,5.2,0.0,0.0
9,01/17/24 07:45:00,0.439,6.3,0.485,5.8,3.6,0.362,4.5,0.400,4.0,4.0,5.0,0.643,0.585,6.5,7.0,6.5,6.8,7.0,0.643,7.5,0.480,7.0,0.472,5.5,0.343,5.8,5.5,6.5,5.3,0.343,0.427,5.1,5.0,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.3,3.6,5.3,5.6,0.000,0.0,6.0,0.493,0.649,0.000,5.3,0.0,0.0
10,01/17/24 07:50:00,0.439,6.3,0.485,5.8,3.5,0.363,4.6,0.400,4.0,4.0,5.0,0.643,0.583,6.5,7.0,6.0,6.8,6.5,0.643,7.5,0.477,7.0,0.472,5.5,0.344,5.6,5.5,6.5,5.2,0.342,0.425,5.1,5.0,2.8,5.5,4.5,0.287,2.8,0.165,6.1,0.349,0.234,3.3,3.6,5.3,5.6,0.000,0.0,6.1,0.492,0.649,0.000,5.3,0.0,0.0
