Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,11/30/23 15:45:00,0.321,9.8,0.258,9.0,3.5,0.256,6.8,0.262,5.5,2.1,7.8,0.377,0.337,9.5,11.8,5.5,11.3,8.5,0.482,12.6,0.286,3.5,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.3,7.8,1.8,8.3,7.0,0.230,3.6,0.120,9.3,0.305,0.167,1.1,5.3,9.1,5.0,0.627,10.0,2.7,0.262,0.324,0.389,7.3,10.8,11.6
2,11/30/23 15:50:00,0.321,9.8,0.258,9.0,3.6,0.256,6.8,0.262,5.5,2.0,7.8,0.379,0.337,9.5,12.0,5.5,11.3,8.5,0.482,12.6,0.287,3.5,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.3,7.8,1.8,8.5,7.0,0.230,3.6,0.120,9.5,0.305,0.167,1.0,5.3,9.1,5.0,0.627,10.0,2.7,0.262,0.323,0.390,7.3,10.8,11.5
3,11/30/23 15:55:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.263,5.5,2.0,7.8,0.379,0.337,9.5,11.8,5.5,11.3,8.5,0.482,12.6,0.287,3.0,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.3,8.0,1.8,8.5,7.0,0.230,3.5,0.120,9.3,0.305,0.167,1.0,5.3,9.0,5.0,0.000,0.0,2.7,0.262,0.323,0.000,7.3,0.0,0.0
4,11/30/23 16:00:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.262,5.3,2.0,7.8,0.377,0.337,9.5,12.0,5.5,11.3,8.5,0.482,12.6,0.286,3.5,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.3,7.8,1.8,8.3,7.0,0.230,3.5,0.120,9.3,0.305,0.167,1.0,5.3,9.0,5.0,0.627,10.0,2.7,0.262,0.323,0.389,7.2,10.8,11.5
5,11/30/23 16:05:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.262,5.3,2.0,7.8,0.377,0.337,9.5,12.0,5.5,11.3,8.5,0.482,12.6,0.287,3.0,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.3,7.8,1.8,8.3,7.0,0.230,3.6,0.120,9.3,0.305,0.167,1.0,5.5,9.0,5.0,0.627,10.0,2.7,0.262,0.323,0.389,7.2,10.8,11.6
6,11/30/23 16:10:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.262,5.3,2.0,7.8,0.379,0.337,9.5,11.8,5.5,11.3,8.5,0.482,12.6,0.287,3.5,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.3,7.8,1.8,8.5,7.0,0.230,3.6,0.120,9.3,0.305,0.167,1.0,5.3,9.0,5.0,0.000,0.0,2.7,0.262,0.323,0.000,7.2,0.0,0.0
7,11/30/23 16:15:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.262,5.3,2.0,7.8,0.377,0.337,9.5,11.8,5.5,11.3,8.5,0.482,12.6,0.287,3.0,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.3,7.8,1.8,8.3,7.0,0.230,3.5,0.120,9.3,0.305,0.167,1.0,5.3,9.0,4.8,0.627,10.0,2.7,0.262,0.323,0.387,7.2,10.8,11.5
8,11/30/23 16:20:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.262,5.3,2.0,7.8,0.379,0.337,9.5,11.8,5.5,11.3,8.5,0.482,12.6,0.287,3.5,0.216,9.1,0.149,9.8,2.1,10.6,4.2,0.107,0.160,6.3,7.8,1.8,8.3,7.0,0.230,3.6,0.120,9.3,0.305,0.167,1.0,5.3,9.0,5.0,0.627,10.0,2.7,0.262,0.323,0.389,7.2,10.8,11.5
9,11/30/23 16:25:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.263,5.3,2.0,7.8,0.377,0.337,9.5,11.8,5.5,11.3,8.5,0.482,12.6,0.286,3.5,0.216,9.3,0.149,9.8,2.1,10.6,4.2,0.107,0.158,6.2,7.8,1.8,8.3,7.0,0.230,3.6,0.120,9.3,0.305,0.167,1.0,5.3,9.1,4.8,0.627,10.0,2.7,0.262,0.323,0.389,7.2,10.8,11.5
10,11/30/23 16:30:00,0.321,9.8,0.258,9.0,3.5,0.255,6.8,0.262,5.5,2.1,7.8,0.379,0.337,9.5,11.8,5.5,11.3,8.5,0.482,12.6,0.286,3.0,0.216,9.3,0.149,9.8,2.1,10.6,4.1,0.107,0.160,6.3,7.8,1.8,8.3,7.0,0.231,3.6,0.120,9.3,0.305,0.167,1.0,5.3,9.0,5.0,0.000,0.0,2.7,0.262,0.323,0.000,7.2,0.0,0.0
