Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
1033,01/19/25 17:20:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,1.8,0.063,5.6,2.8,8.8,7.6,6.0,0.063,2.6,9.3,0.212,0.045,0.095,4.4,4.6,0.098,0.371,7.1,0.437,6.8,3.3,0.310,5.6,0.382,4.7,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1034,01/19/25 17:25:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,1.9,0.063,5.6,2.8,8.9,7.6,6.0,0.063,2.6,9.3,0.212,0.045,0.095,4.4,4.6,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.5,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.6,5.3
1035,01/19/25 17:30:00,0.139,0.107,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.1,6.8,2.0,0.063,5.6,2.8,8.8,7.6,6.0,0.063,2.6,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.370,7.3,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.6,7.0,3.6,0.269,0.375,4.7,5.3
1036,01/19/25 17:35:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.0,1.8,2.8,0.161,0.039,7.0,6.8,2.1,0.063,5.6,2.8,8.8,7.8,6.0,0.063,2.6,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.371,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.6,7.0,3.6,0.269,0.375,4.7,5.3
1037,01/19/25 17:40:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,2.3,0.063,5.6,2.8,8.9,7.6,6.0,0.063,2.6,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.371,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.0,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1038,01/19/25 17:45:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.6,2.4,0.063,5.6,2.9,8.8,7.6,5.9,0.063,2.6,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.2
1039,01/19/25 17:50:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.0,6.8,2.5,0.063,5.6,2.9,8.8,7.6,5.9,0.062,2.8,9.3,0.212,0.045,0.095,4.3,4.6,0.097,0.371,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.7,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1040,01/19/25 17:55:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.1,6.8,2.6,0.063,5.6,2.8,8.9,7.6,5.9,0.062,2.6,9.3,0.212,0.045,0.095,4.3,4.6,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1041,01/19/25 18:00:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.8,2.8,0.062,5.6,2.9,8.8,7.6,6.0,0.062,2.6,9.3,0.212,0.045,0.095,4.3,4.6,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.6,7.0,3.6,0.269,0.375,4.7,5.3
1042,01/19/25 18:05:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,2.9,0.062,5.6,2.9,8.8,7.6,5.9,0.062,2.8,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.370,7.3,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1043,01/19/25 18:10:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.0,6.8,3.1,0.062,5.6,2.9,8.8,7.6,5.9,0.062,2.6,9.3,0.212,0.045,0.095,4.3,4.6,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1044,01/19/25 18:15:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.6,3.3,0.062,5.6,2.9,8.8,7.6,5.9,0.062,2.8,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1045,01/19/25 18:20:00,0.139,0.107,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,3.4,0.062,5.6,2.9,8.8,7.6,5.9,0.062,2.8,9.3,0.212,0.045,0.095,4.3,4.6,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.3
1046,01/19/25 18:25:00,0.139,0.107,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.9,0.161,0.039,7.1,6.8,3.5,0.062,5.6,2.9,8.8,7.6,5.9,0.062,2.9,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.371,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1047,01/19/25 18:30:00,0.139,0.107,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.6,3.6,0.062,5.5,2.9,8.8,7.6,5.9,0.062,2.9,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.6,5.3
1048,01/19/25 18:35:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,3.8,0.061,5.6,3.0,8.8,7.6,5.9,0.062,2.9,9.3,0.212,0.045,0.095,4.3,4.6,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.6,5.3
1049,01/19/25 18:40:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.0,6.8,3.9,0.061,5.6,3.0,8.8,7.6,5.8,0.062,3.0,9.3,0.212,0.045,0.095,4.1,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.3
1050,01/19/25 18:45:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.0,1.8,2.8,0.161,0.039,7.1,6.8,4.0,0.061,5.5,3.1,8.8,7.5,5.9,0.062,3.0,9.3,0.212,0.045,0.095,4.1,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1051,01/19/25 18:50:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.8,4.1,0.061,5.6,3.1,8.9,7.6,5.9,0.062,3.1,9.3,0.212,0.045,0.095,4.1,4.5,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1052,01/19/25 18:55:00,0.139,0.107,5.8,7.0,0.3,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.1,6.8,4.4,0.061,5.5,3.1,8.8,7.5,5.8,0.062,3.3,9.3,0.212,0.045,0.095,4.3,4.5,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.2
1053,01/19/25 19:00:00,0.139,0.107,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.0,6.8,4.4,0.061,5.6,3.1,8.8,7.5,5.8,0.062,3.3,9.3,0.212,0.045,0.095,4.1,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.6,5.3
1054,01/19/25 19:05:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,4.6,0.061,5.5,3.1,8.8,7.5,5.8,0.062,3.4,9.3,0.212,0.045,0.095,4.3,4.5,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.6,5.3
1055,01/19/25 19:10:00,0.139,0.108,5.8,7.0,0.3,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.0,6.8,4.8,0.061,5.5,3.1,8.9,7.5,5.8,0.062,3.5,9.3,0.212,0.045,0.095,4.3,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.2
1056,01/19/25 19:15:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,4.9,0.061,5.5,3.3,8.9,7.6,5.8,0.062,3.6,9.3,0.212,0.045,0.095,4.3,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.7,5.3
1057,01/19/25 19:20:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.9,0.161,0.039,7.0,6.6,5.0,0.060,5.5,3.3,8.8,7.5,5.8,0.062,3.8,9.3,0.212,0.045,0.095,4.3,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.2,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1058,01/19/25 19:25:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,5.1,0.060,5.5,3.4,8.8,7.5,5.8,0.062,3.9,9.3,0.212,0.045,0.095,4.3,4.5,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1059,01/19/25 19:30:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.0,6.8,5.3,0.060,5.5,3.4,8.8,7.5,5.8,0.062,4.0,9.3,0.212,0.045,0.095,4.3,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1060,01/19/25 19:35:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.9,0.161,0.039,7.1,6.6,5.4,0.060,5.5,3.5,8.8,7.5,5.8,0.062,4.1,9.3,0.212,0.045,0.095,4.3,4.5,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.2,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.3
1061,01/19/25 19:40:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.1,6.6,5.5,0.060,5.5,3.4,8.8,7.5,5.8,0.062,4.3,9.3,0.212,0.045,0.095,4.3,4.5,0.098,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.3
1062,01/19/25 19:45:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,5.6,0.059,5.5,3.5,8.8,7.5,5.8,0.062,4.4,9.3,0.212,0.045,0.095,4.3,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.3
1063,01/19/25 19:50:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.8,5.8,0.060,5.5,3.5,8.8,7.5,5.8,0.062,4.5,9.3,0.212,0.045,0.095,4.4,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.2,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1064,01/19/25 19:55:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.8,6.0,0.059,5.5,3.6,8.8,7.5,5.8,0.062,4.6,9.3,0.212,0.045,0.095,4.4,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.382,4.6,2.3,6.1,0.457,6.0,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1065,01/19/25 20:00:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.0,6.8,6.1,0.059,5.5,3.6,8.8,7.5,5.8,0.062,4.8,9.3,0.212,0.045,0.095,4.4,4.5,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.6,2.2,6.0,0.457,6.0,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1066,01/19/25 20:05:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.6,6.3,0.059,5.5,3.8,8.8,7.5,5.8,0.062,5.0,9.3,0.212,0.045,0.095,4.4,4.5,0.098,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.2,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1067,01/19/25 20:10:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.6,6.4,0.059,5.5,3.8,8.8,7.5,5.8,0.062,5.1,9.3,0.212,0.045,0.095,4.4,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.3,7.0,3.5,0.269,0.375,4.7,5.2
1068,01/19/25 20:15:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.6,6.5,0.059,5.5,3.9,8.8,7.5,5.6,0.062,5.3,9.3,0.212,0.045,0.095,4.5,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1069,01/19/25 20:20:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.1,6.6,6.6,0.059,5.5,3.9,8.9,7.5,5.8,0.062,5.4,9.3,0.212,0.045,0.095,4.5,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.2,6.0,0.457,6.0,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1070,01/19/25 20:25:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.6,6.8,0.059,5.5,4.0,8.8,7.5,5.8,0.062,5.5,9.3,0.212,0.045,0.095,4.5,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.6,0.269,0.375,4.6,5.3
1071,01/19/25 20:30:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.8,2.8,0.161,0.039,7.1,6.6,6.9,0.059,5.5,4.0,8.8,7.5,5.8,0.062,5.6,9.3,0.212,0.045,0.095,4.5,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.3
1072,01/19/25 20:35:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.8,7.0,0.059,5.5,4.1,8.8,7.5,5.8,0.062,5.9,9.3,0.212,0.045,0.095,4.6,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.2,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1073,01/19/25 20:40:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.9,0.161,0.039,7.0,6.6,7.1,0.059,5.5,4.1,8.8,7.5,5.6,0.062,6.0,9.3,0.212,0.045,0.095,4.8,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.5,2.3,6.1,0.457,6.1,0.277,6.5,2.3,7.0,3.5,0.269,0.375,4.6,5.3
1074,01/19/25 20:45:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.6,7.3,0.058,5.4,4.1,8.8,7.5,5.8,0.062,6.1,9.3,0.212,0.045,0.095,4.8,4.5,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.2,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1075,01/19/25 20:50:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.6,7.4,0.059,5.4,4.3,8.8,7.4,5.8,0.062,6.3,9.3,0.212,0.045,0.095,4.8,4.6,0.097,0.370,7.1,0.437,6.8,3.2,0.310,5.6,0.380,4.5,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.2
1076,01/19/25 20:55:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.0,6.8,7.5,0.058,5.4,4.3,8.8,7.5,5.8,0.062,6.4,9.3,0.212,0.045,0.095,4.8,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.382,4.6,2.3,6.1,0.457,6.0,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.7,5.3
1077,01/19/25 21:00:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.1,6.6,7.6,0.058,5.5,4.4,8.8,7.5,5.8,0.062,6.5,9.3,0.212,0.045,0.095,4.9,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.382,4.6,2.2,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1078,01/19/25 21:05:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.6,7.8,0.058,5.5,4.5,8.8,7.4,5.8,0.062,6.8,9.3,0.212,0.045,0.095,5.0,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.5,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.2
1079,01/19/25 21:10:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.0,6.6,7.9,0.058,5.4,4.5,8.8,7.5,5.8,0.062,6.9,9.3,0.212,0.045,0.095,5.0,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.5,0.380,4.5,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1080,01/19/25 21:15:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.0,6.6,8.0,0.058,5.4,4.6,8.8,7.5,5.8,0.062,7.0,9.3,0.212,0.045,0.095,5.0,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1081,01/19/25 21:20:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.0,6.8,8.1,0.058,5.4,4.6,8.8,7.4,5.8,0.062,7.1,9.3,0.212,0.045,0.095,5.0,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1082,01/19/25 21:25:00,0.139,0.108,5.8,7.0,0.5,0.000,0.000,4.1,1.6,2.9,0.161,0.039,7.1,6.6,8.3,0.058,5.4,4.8,8.8,7.5,5.8,0.062,7.3,9.3,0.212,0.045,0.095,5.1,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.382,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.2
1083,01/19/25 21:30:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.6,2.8,0.161,0.039,7.1,6.6,8.4,0.058,5.4,4.8,8.8,7.5,5.8,0.062,7.4,9.3,0.212,0.045,0.096,5.3,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.3,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.2
1084,01/19/25 21:35:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.1,1.8,2.8,0.161,0.039,7.1,6.6,8.5,0.058,5.4,4.9,8.8,7.5,5.8,0.062,7.5,9.3,0.212,0.045,0.096,5.3,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.5,0.382,4.5,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1085,01/19/25 21:40:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.0,6.6,8.5,0.058,5.4,4.9,8.8,7.5,5.8,0.062,7.6,9.3,0.212,0.045,0.096,5.4,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.6,2.3,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1086,01/19/25 21:45:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.9,0.161,0.039,7.1,6.6,8.6,0.058,5.4,5.0,8.8,7.4,5.8,0.062,7.8,9.3,0.212,0.045,0.096,5.4,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.5,0.380,4.5,2.5,6.0,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
1087,01/19/25 21:50:00,0.139,0.108,5.8,7.0,0.4,0.000,0.000,4.0,1.6,2.8,0.161,0.039,7.1,6.6,8.8,0.058,5.4,5.1,8.8,7.4,5.8,0.062,7.9,9.3,0.212,0.045,0.095,5.4,4.6,0.097,0.370,7.1,0.437,6.8,3.1,0.310,5.6,0.380,4.5,2.5,6.1,0.457,6.1,0.277,6.5,2.5,7.0,3.5,0.269,0.375,4.6,5.3
