Line#,Date,"Water Content (RXW-SMD 21474793:21154590-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
971,02/07/23 13:55:00,,0.354,6.8,0.425,6.5,4.1,0.235,6.1,0.375,5.5,2.7,6.0,0.237,0.115,6.0,6.6,4.5,6.5,6.0,0.342,7.0,0.088,3.0,0.402,6.0,0.197,6.0,2.1,6.5,3.6,0.190,0.362,4.7,5.3,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.1,0.389,5.6,2.5,0.290,0.371,0.394,5.2,6.0,6.3
972,02/07/23 14:00:00,,0.354,6.8,0.425,6.6,4.1,0.235,6.0,0.375,5.5,2.6,6.1,0.237,0.115,6.0,6.5,4.5,6.5,6.0,0.342,7.0,0.088,3.0,0.402,6.0,0.197,6.0,2.1,6.5,3.7,0.190,0.362,4.8,5.2,2.7,5.3,4.6,0.161,3.5,0.062,5.5,0.236,0.095,2.0,4.2,5.8,4.1,0.389,5.6,2.5,0.290,0.371,0.392,5.2,6.0,6.3
973,02/07/23 14:05:00,,0.354,6.8,0.425,6.6,4.1,0.235,6.0,0.375,5.5,2.6,6.1,0.237,0.115,6.0,6.6,4.5,6.5,6.0,0.342,7.0,0.089,3.0,0.402,6.0,0.197,6.0,2.1,6.5,3.7,0.189,0.362,4.8,5.2,2.7,5.3,4.6,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.7,4.1,0.389,5.6,2.3,0.290,0.370,0.392,5.2,6.0,6.3
974,02/07/23 14:10:00,,0.354,6.8,0.425,6.6,4.1,0.235,6.0,0.375,5.5,2.6,6.1,0.236,0.115,6.0,6.6,4.5,6.5,6.0,0.342,7.0,0.089,3.0,0.402,6.0,0.197,6.0,2.1,6.5,3.6,0.190,0.362,4.8,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.1,0.389,5.8,2.3,0.290,0.370,0.392,5.2,6.0,6.3
975,02/07/23 14:15:00,,0.354,6.8,0.425,6.6,4.1,0.234,6.1,0.375,5.5,2.6,6.0,0.236,0.115,6.0,6.6,4.5,6.5,6.0,0.342,7.0,0.089,3.0,0.402,6.0,0.196,6.0,2.1,6.5,3.7,0.189,0.362,4.8,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.1,0.389,5.6,2.3,0.289,0.370,0.395,5.2,6.0,6.3
976,02/07/23 14:20:00,,0.354,6.8,0.425,6.5,4.1,0.235,6.1,0.375,5.5,2.6,6.1,0.236,0.115,6.0,6.5,4.5,6.5,6.0,0.342,7.0,0.089,3.0,0.402,6.0,0.196,6.0,2.1,6.5,3.7,0.189,0.362,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.1,0.389,5.6,2.3,0.289,0.370,0.392,5.2,6.0,6.3
977,02/07/23 14:25:00,,0.354,6.8,0.424,6.6,4.1,0.235,6.0,0.375,5.5,2.6,6.1,0.236,0.115,6.0,6.6,4.5,6.5,6.0,0.342,7.0,0.089,3.0,0.402,5.8,0.196,6.0,2.1,6.5,3.6,0.189,0.362,4.7,5.2,2.7,5.3,4.5,0.160,3.5,0.062,5.5,0.236,0.095,2.1,4.2,5.8,4.0,0.389,5.6,2.3,0.289,0.370,0.394,5.2,6.0,6.3
978,02/07/23 14:30:00,,0.354,6.8,0.424,6.5,4.0,0.234,6.1,0.375,5.3,2.6,6.1,0.236,0.115,6.0,6.5,4.5,6.5,6.0,0.342,7.0,0.089,3.0,0.402,6.0,0.196,6.0,2.1,6.5,3.6,0.189,0.360,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.6,2.3,0.289,0.370,0.394,5.2,6.0,6.3
979,02/07/23 14:35:00,,0.354,6.8,0.424,6.5,4.0,0.234,6.0,0.375,5.5,2.6,6.1,0.236,0.114,6.0,6.5,4.5,6.5,6.0,0.342,7.0,0.089,3.0,0.402,5.8,0.196,6.0,2.1,6.5,3.6,0.189,0.360,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.6,2.3,0.289,0.370,0.392,5.1,6.0,6.3
980,02/07/23 14:40:00,,0.354,6.8,0.424,6.5,4.0,0.234,6.0,0.375,5.5,2.6,6.1,0.236,0.114,6.0,6.5,4.5,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.196,6.0,2.0,6.5,3.6,0.189,0.362,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.5,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.8,2.3,0.289,0.370,0.392,5.1,6.0,6.3
981,02/07/23 14:45:00,,0.354,6.8,0.425,6.5,4.0,0.234,6.0,0.375,5.3,2.6,6.1,0.236,0.114,6.0,6.6,4.5,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.196,6.0,2.0,6.5,3.6,0.189,0.362,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.5,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.6,2.3,0.288,0.370,0.392,5.2,6.0,6.3
982,02/07/23 14:50:00,,0.354,6.8,0.425,6.6,4.1,0.234,6.0,0.375,5.3,2.6,6.0,0.236,0.114,6.0,6.5,4.5,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.196,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.2,2.7,5.1,4.5,0.161,3.3,0.062,5.5,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.6,2.3,0.288,0.370,0.392,5.2,6.0,6.3
983,02/07/23 14:55:00,,0.354,7.0,0.425,6.5,4.0,0.234,6.0,0.375,5.3,2.6,6.1,0.236,0.114,6.0,6.6,4.5,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.196,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.3,2.7,5.3,4.6,0.161,3.5,0.062,5.6,0.236,0.096,2.0,4.2,5.8,4.0,0.389,5.6,2.2,0.288,0.370,0.394,5.1,6.0,6.3
984,02/07/23 15:00:00,,0.353,6.8,0.424,6.6,4.0,0.234,6.0,0.375,5.3,2.5,6.0,0.236,0.114,6.0,6.5,4.0,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.196,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.2,2.7,5.3,4.5,0.162,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.6,2.2,0.288,0.370,0.392,5.1,6.0,6.3
985,02/07/23 15:05:00,,0.354,6.8,0.424,6.5,4.0,0.234,6.0,0.375,5.3,2.6,6.1,0.236,0.114,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.196,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.6,2.2,0.288,0.370,0.392,5.1,6.0,6.3
986,02/07/23 15:10:00,,0.353,6.8,0.424,6.6,4.0,0.234,6.1,0.375,5.3,2.5,6.1,0.236,0.114,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.7,3.8,0.389,5.6,2.2,0.287,0.370,0.392,5.1,6.0,6.3
987,02/07/23 15:15:00,,0.353,6.8,0.425,6.6,4.0,0.234,6.1,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.2,2.6,5.3,4.5,0.161,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.8,4.0,0.389,5.6,2.2,0.287,0.370,0.390,5.2,6.0,6.3
988,02/07/23 15:20:00,,0.353,6.8,0.424,6.5,4.0,0.234,6.0,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.5,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.160,3.5,0.062,5.6,0.236,0.095,2.0,4.2,5.7,4.0,0.389,5.6,2.2,0.287,0.370,0.395,5.1,6.0,6.3
989,02/07/23 15:25:00,,0.353,6.8,0.425,6.6,4.0,0.234,6.0,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.2,2.7,5.3,4.5,0.161,3.5,0.062,5.5,0.236,0.095,2.0,4.2,5.7,3.8,0.389,5.6,2.2,0.287,0.370,0.392,5.1,6.0,6.3
990,02/07/23 15:30:00,,0.353,6.8,0.424,6.6,4.0,0.234,6.0,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.161,3.5,0.062,5.5,0.236,0.095,2.0,4.2,5.8,3.8,0.389,5.6,2.2,0.287,0.370,0.392,5.1,6.0,6.3
991,02/07/23 15:35:00,,0.353,6.8,0.424,6.5,4.0,0.234,6.0,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.091,2.5,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.360,4.7,5.2,2.6,5.3,4.6,0.161,3.5,0.062,5.5,0.236,0.095,2.0,4.2,5.8,3.8,0.389,5.6,2.2,0.287,0.369,0.394,5.1,6.0,6.3
992,02/07/23 15:40:00,,0.353,7.0,0.424,6.5,3.8,0.234,6.0,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.5,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.160,3.5,0.062,5.6,0.236,0.095,1.8,4.2,5.8,3.8,0.389,5.6,2.2,0.287,0.369,0.395,5.1,6.0,6.3
993,02/07/23 15:45:00,,0.353,6.8,0.424,6.6,3.8,0.234,6.1,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,5.8,0.195,6.0,2.0,6.5,3.6,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.236,0.095,2.0,4.2,5.8,3.8,0.389,5.8,2.2,0.286,0.369,0.394,5.1,6.0,6.3
994,02/07/23 15:50:00,,0.353,6.8,0.425,6.5,3.8,0.234,6.1,0.375,5.3,2.5,6.1,0.236,0.113,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.5,0.236,0.095,1.8,4.2,5.7,3.8,0.389,5.6,2.2,0.286,0.369,0.392,5.1,6.0,6.3
995,02/07/23 15:55:00,,0.353,6.8,0.425,6.6,3.8,0.234,6.0,0.375,5.3,2.5,6.0,0.236,0.114,6.0,6.5,4.0,6.5,6.0,0.342,7.0,0.091,2.5,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.236,0.095,2.0,4.2,5.7,3.8,0.389,5.6,2.2,0.286,0.369,0.394,5.1,6.0,6.3
996,02/07/23 16:00:00,,0.353,6.8,0.424,6.5,3.8,0.234,6.1,0.374,5.3,2.5,6.1,0.236,0.114,6.0,6.5,4.0,6.5,6.0,0.342,7.0,0.091,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.5,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.236,0.095,2.0,4.2,5.8,3.8,0.389,5.6,2.2,0.286,0.369,0.394,5.0,6.0,6.3
997,02/07/23 16:05:00,,0.353,6.8,0.425,6.5,3.8,0.234,6.1,0.375,5.3,2.5,6.1,0.236,0.115,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.090,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.5,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.236,0.095,2.0,4.2,5.7,3.7,0.389,5.6,2.2,0.286,0.369,0.395,5.0,6.0,6.3
998,02/07/23 16:10:00,,0.353,6.8,0.424,6.5,3.8,0.234,6.0,0.374,5.3,2.5,6.1,0.236,0.115,6.0,6.6,4.0,6.5,6.0,0.342,7.0,0.089,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.6,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.162,3.3,0.062,5.6,0.236,0.095,2.0,4.2,5.8,3.8,0.389,5.6,2.2,0.286,0.369,0.392,5.1,6.0,6.3
999,02/07/23 16:15:00,,0.353,7.0,0.424,6.5,3.8,0.234,6.1,0.375,5.2,2.5,6.1,0.235,0.115,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.195,6.0,2.0,6.5,3.5,0.189,0.359,4.7,5.2,2.6,5.3,4.5,0.161,3.5,0.062,5.6,0.237,0.095,2.0,4.2,5.7,3.7,0.390,5.6,2.2,0.286,0.369,0.394,5.0,6.0,6.3
1000,02/07/23 16:20:00,,0.353,6.8,0.424,6.5,3.8,0.234,6.0,0.375,5.3,2.5,6.1,0.235,0.116,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.357,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.236,0.095,1.8,4.2,5.8,3.7,0.389,5.6,2.2,0.286,0.369,0.392,5.0,6.0,6.3
1001,02/07/23 16:25:00,,0.353,6.8,0.424,6.5,3.7,0.234,6.1,0.375,5.3,2.5,6.1,0.235,0.116,6.0,6.5,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.7,5.2,2.6,5.3,4.5,0.162,3.3,0.062,5.6,0.237,0.095,2.0,4.2,5.7,3.7,0.389,5.6,2.2,0.285,0.369,0.392,5.1,6.0,6.3
1002,02/07/23 16:30:00,,0.353,6.8,0.425,6.5,3.7,0.234,6.0,0.375,5.2,2.5,6.1,0.235,0.116,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.357,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.5,0.236,0.095,2.0,4.2,5.7,3.7,0.389,5.6,2.2,0.285,0.369,0.392,5.1,6.0,6.3
1003,02/07/23 16:35:00,,0.353,6.8,0.425,6.6,3.8,0.234,6.0,0.375,5.2,2.5,6.1,0.235,0.116,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,5.8,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.6,5.2,2.6,5.3,4.5,0.161,3.5,0.062,5.5,0.237,0.095,2.0,4.2,5.7,3.7,0.390,5.6,2.2,0.285,0.369,0.392,5.0,6.0,6.3
1004,02/07/23 16:40:00,,0.353,6.8,0.424,6.6,3.7,0.234,6.0,0.375,5.2,2.3,6.1,0.235,0.116,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.095,2.0,4.2,5.7,3.7,0.390,5.6,2.2,0.285,0.369,0.394,5.0,6.0,6.3
1005,02/07/23 16:45:00,,0.353,6.8,0.425,6.6,3.7,0.234,6.0,0.375,5.2,2.3,6.1,0.235,0.116,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.5,0.237,0.095,2.0,4.2,5.8,3.7,0.390,5.6,2.3,0.285,0.369,0.395,5.0,6.0,6.3
1006,02/07/23 16:50:00,,0.354,6.8,0.424,6.5,3.7,0.234,6.0,0.375,5.2,2.5,6.1,0.235,0.116,6.0,6.5,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.094,2.0,4.2,5.7,3.7,0.390,5.6,2.3,0.285,0.369,0.392,5.0,6.0,6.3
1007,02/07/23 16:55:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.0,0.375,5.2,2.5,6.1,0.235,0.116,6.0,6.5,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.7,5.2,2.6,5.3,4.5,0.160,3.3,0.062,5.5,0.237,0.094,2.0,4.2,5.7,3.7,0.390,5.6,2.3,0.285,0.369,0.394,5.0,6.0,6.3
1008,02/07/23 17:00:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.0,0.375,5.2,2.5,6.0,0.235,0.116,6.0,6.5,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,1.8,6.5,3.3,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.5,0.236,0.094,2.1,4.2,5.7,3.6,0.390,5.6,2.3,0.285,0.369,0.392,5.0,6.0,6.3
1009,02/07/23 17:05:00,,0.354,6.8,0.424,6.6,3.7,0.234,6.0,0.375,5.2,2.3,6.1,0.235,0.117,6.0,6.5,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.6,0.236,0.094,2.1,4.2,5.7,3.7,0.390,5.6,2.2,0.285,0.369,0.392,5.0,6.0,6.3
1010,02/07/23 17:10:00,,0.354,7.0,0.424,6.6,3.7,0.234,6.1,0.375,5.2,2.5,6.1,0.235,0.117,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.5,0.236,0.094,2.0,4.2,5.7,3.7,0.390,5.6,2.3,0.285,0.369,0.394,5.0,6.0,6.3
1011,02/07/23 17:15:00,,0.354,6.8,0.424,6.6,3.7,0.235,6.0,0.375,5.2,2.5,6.1,0.235,0.117,6.0,6.5,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.6,0.236,0.094,2.0,4.2,5.7,3.7,0.390,5.6,2.3,0.285,0.369,0.392,5.0,6.0,6.3
1012,02/07/23 17:20:00,,0.354,6.8,0.425,6.6,3.7,0.235,6.0,0.375,5.2,2.5,6.1,0.235,0.117,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,6.0,0.194,6.0,1.8,6.5,3.5,0.189,0.355,4.7,5.2,2.6,5.3,4.5,0.161,3.3,0.062,5.5,0.237,0.094,2.0,4.2,5.7,3.7,0.390,5.6,2.2,0.285,0.369,0.392,5.0,6.0,6.3
1013,02/07/23 17:25:00,,0.354,6.8,0.424,6.6,3.7,0.235,6.0,0.375,5.2,2.5,6.1,0.235,0.117,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.0,0.402,5.8,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.094,2.0,4.2,5.7,3.7,0.390,5.6,2.3,0.286,0.369,0.394,5.0,6.0,6.3
1014,02/07/23 17:30:00,,0.354,6.8,0.425,6.6,3.7,0.235,6.0,0.375,5.2,2.5,6.1,0.235,0.117,6.0,6.5,4.0,6.5,6.0,0.340,7.0,0.088,3.5,0.402,6.0,0.194,6.0,1.8,6.5,3.5,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.094,2.0,4.2,5.7,3.7,0.390,5.6,2.3,0.286,0.369,0.392,5.0,6.0,6.3
1015,02/07/23 17:35:00,,0.354,6.8,0.425,6.6,3.6,0.235,6.0,0.375,5.2,2.5,6.1,0.235,0.117,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.5,0.402,6.0,0.194,6.0,1.8,6.5,3.5,0.189,0.355,4.7,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.094,2.1,4.2,5.7,3.7,0.390,5.6,2.3,0.286,0.369,0.392,5.0,6.0,6.3
1016,02/07/23 17:40:00,,0.354,6.8,0.425,6.5,3.6,0.235,6.0,0.375,5.2,2.6,6.1,0.235,0.117,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.5,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.160,3.3,0.062,5.6,0.236,0.094,2.1,4.2,5.7,3.6,0.390,5.6,2.3,0.286,0.369,0.394,5.0,6.0,6.3
1017,02/07/23 17:45:00,,0.354,6.8,0.425,6.6,3.6,0.235,6.0,0.375,5.2,2.6,6.1,0.235,0.117,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.5,0.402,6.0,0.194,6.0,1.8,6.5,3.5,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.094,2.1,4.2,5.7,3.7,0.390,5.6,2.3,0.287,0.369,0.390,5.0,6.0,6.3
1018,02/07/23 17:50:00,,0.354,6.8,0.425,6.5,3.6,0.235,6.0,0.375,5.2,2.6,6.1,0.235,0.117,6.0,6.6,4.0,6.5,6.0,0.340,7.0,0.088,3.5,0.402,6.0,0.194,6.0,2.0,6.5,3.5,0.189,0.355,4.6,5.2,2.6,5.3,4.5,0.160,3.3,0.062,5.6,0.237,0.094,2.1,4.2,5.7,3.7,0.390,5.6,2.5,0.287,0.369,0.394,4.8,6.0,6.3
1019,02/07/23 17:55:00,,0.354,6.8,0.425,6.5,3.6,0.235,6.0,0.375,5.2,2.6,6.1,0.235,0.117,6.0,6.6,4.0,6.5,5.5,0.340,7.0,0.088,4.0,0.402,6.0,0.194,6.0,1.8,6.5,3.3,0.188,0.355,4.6,5.2,2.5,5.3,4.5,0.160,3.3,0.062,5.6,0.236,0.094,2.2,4.2,5.7,3.7,0.390,5.6,2.5,0.288,0.369,0.395,4.8,6.0,6.3
1020,02/07/23 18:00:00,,0.354,6.8,0.425,6.6,3.7,0.235,6.0,0.375,5.2,2.7,6.1,0.235,0.117,6.0,6.6,4.0,6.5,5.5,0.340,7.0,0.088,4.0,0.402,5.8,0.194,6.0,2.0,6.5,3.3,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.094,2.1,4.1,5.7,3.6,0.390,5.6,2.5,0.289,0.369,0.392,5.0,6.0,6.3
1021,02/07/23 18:05:00,,0.354,6.8,0.425,6.6,3.6,0.235,6.0,0.375,5.2,2.7,6.1,0.235,0.117,6.0,6.6,4.0,6.5,5.5,0.340,7.0,0.088,4.0,0.402,6.0,0.195,6.0,2.0,6.5,3.3,0.189,0.355,4.6,5.2,2.5,5.3,4.5,0.161,3.3,0.062,5.6,0.237,0.094,2.2,4.2,5.7,3.6,0.390,5.6,2.6,0.290,0.369,0.392,4.8,6.0,6.3
