Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,02/06/24 04:00:00,0.589,7.8,0.648,7.6,8.0,0.480,7.5,0.557,7.6,7.8,7.3,0.643,0.654,8.0,8.5,8.5,8.1,8.5,0.644,8.6,0.654,8.0,0.650,7.6,0.654,7.6,6.7,8.1,7.5,0.654,0.649,7.3,7.3,7.7,7.6,7.0,0.350,6.8,0.213,8.0,0.415,0.321,7.3,7.0,8.1,8.6,0.640,8.0,8.3,0.649,0.650,0.637,8.2,8.1,8.6
2,02/06/24 04:05:00,0.584,7.8,0.648,7.6,7.8,0.481,7.5,0.557,7.6,7.8,7.3,0.643,0.654,8.0,8.5,8.5,8.1,8.5,0.643,8.6,0.654,8.0,0.650,7.6,0.654,7.6,6.7,8.1,7.5,0.654,0.649,7.3,7.2,7.6,7.5,7.0,0.350,6.8,0.213,7.8,0.414,0.322,7.2,7.0,8.2,8.6,0.640,8.0,8.2,0.649,0.650,0.637,8.2,8.3,8.6
3,02/06/24 04:10:00,0.576,7.8,0.648,7.6,7.8,0.481,7.5,0.557,7.6,7.7,7.3,0.643,0.654,8.0,8.5,8.0,8.3,8.5,0.643,8.6,0.654,8.0,0.650,7.6,0.654,7.6,6.7,8.1,7.5,0.654,0.649,7.3,7.3,7.6,7.6,7.0,0.350,6.8,0.213,8.0,0.414,0.322,7.2,7.0,8.2,8.6,0.640,8.0,8.2,0.649,0.650,0.637,8.3,8.3,8.6
4,02/06/24 04:15:00,0.594,7.8,0.648,7.6,7.8,0.481,7.5,0.560,7.6,7.7,7.3,0.643,0.654,8.0,8.5,8.0,8.3,8.5,0.644,8.6,0.654,8.0,0.650,7.6,0.654,7.6,6.7,8.1,7.5,0.654,0.649,7.5,7.3,7.5,7.6,7.0,0.350,6.8,0.213,7.8,0.414,0.323,7.2,7.0,8.2,8.5,0.640,8.0,8.2,0.649,0.650,0.637,8.3,8.3,8.6
5,02/06/24 04:20:00,0.594,7.8,0.648,7.6,7.8,0.482,7.5,0.560,7.6,7.6,7.3,0.643,0.654,8.0,8.5,8.0,8.3,8.5,0.644,8.8,0.654,8.0,0.650,7.6,0.654,7.6,6.7,8.1,7.3,0.654,0.649,7.5,7.3,7.6,7.6,7.0,0.350,6.8,0.214,8.0,0.414,0.323,7.2,7.0,8.2,8.5,0.640,8.0,8.1,0.649,0.650,0.637,8.2,8.3,8.6
6,02/06/24 04:25:00,0.594,7.8,0.648,7.6,7.8,0.482,7.5,0.562,7.7,7.6,7.3,0.643,0.654,8.0,8.5,8.0,8.3,8.5,0.644,8.8,0.654,8.0,0.650,7.6,0.653,7.6,6.7,8.1,7.5,0.654,0.649,7.5,7.2,7.6,7.6,7.0,0.350,6.8,0.214,8.0,0.414,0.323,7.1,7.0,8.2,8.5,0.640,8.0,8.1,0.649,0.650,0.637,8.3,8.1,8.6
7,02/06/24 04:30:00,0.594,7.8,0.648,7.6,7.8,0.481,7.5,0.562,7.6,7.6,7.3,0.643,0.654,8.0,8.3,8.0,8.3,8.5,0.644,8.6,0.654,8.0,0.650,7.6,0.653,7.6,6.7,8.1,7.3,0.654,0.649,7.5,7.3,7.5,7.5,7.0,0.352,6.8,0.214,8.0,0.414,0.322,7.1,7.0,8.2,8.5,0.640,8.0,8.1,0.649,0.650,0.637,8.2,8.3,8.6
8,02/06/24 04:35:00,0.591,7.8,0.648,7.6,7.8,0.478,7.5,0.562,7.7,7.6,7.3,0.643,0.654,8.0,8.5,8.0,8.3,8.5,0.644,8.8,0.654,8.0,0.650,7.6,0.653,7.6,6.6,8.1,7.3,0.654,0.649,7.3,7.3,7.5,7.5,7.0,0.352,6.8,0.214,8.0,0.414,0.321,7.1,7.0,8.2,8.5,0.640,8.0,8.0,0.649,0.650,0.637,8.2,8.3,8.6
9,02/06/24 04:40:00,0.615,7.8,0.648,7.6,7.8,0.473,7.5,0.562,7.6,7.5,7.3,0.643,0.654,8.0,8.5,8.0,8.3,8.5,0.644,8.6,0.654,7.5,0.650,7.6,0.654,7.6,6.6,8.1,7.3,0.654,0.649,7.5,7.3,7.5,7.6,7.0,0.352,6.8,0.214,8.0,0.414,0.320,7.0,7.0,8.2,8.5,0.640,8.0,8.0,0.649,0.650,0.637,8.2,8.3,8.6
10,02/06/24 04:45:00,0.606,7.8,0.648,7.6,7.8,0.464,7.5,0.562,7.7,7.5,7.3,0.643,0.654,8.0,8.3,8.0,8.3,8.5,0.644,8.6,0.654,7.5,0.650,7.5,0.653,7.6,6.6,8.1,7.3,0.654,0.649,7.5,7.3,7.5,7.6,7.0,0.352,6.8,0.214,8.0,0.414,0.318,7.0,7.0,8.2,8.5,0.640,8.0,8.0,0.649,0.650,0.637,8.2,8.3,8.6
