Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,11/26/23 15:30:00,0.340,11.1,0.257,10.5,4.8,0.270,8.6,0.268,7.1,2.7,9.6,0.385,0.347,10.5,13.0,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,12.0,5.1,0.118,0.167,7.5,9.1,3.3,10.0,8.6,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.3,10.5,5.8,0.000,0.0,3.1,0.270,0.328,0.000,8.5,0.0,0.0
2,11/26/23 15:35:00,0.340,11.1,0.257,10.5,4.8,0.270,8.6,0.268,7.1,2.7,9.6,0.385,0.348,10.5,13.1,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,11.8,5.1,0.118,0.167,7.5,9.2,3.2,10.0,8.6,0.236,5.5,0.128,10.6,0.308,0.177,1.8,7.3,10.5,5.7,0.630,11.5,3.0,0.270,0.328,0.397,8.5,12.1,12.8
3,11/26/23 15:40:00,0.340,11.1,0.257,10.5,4.8,0.270,8.6,0.268,7.1,2.7,9.6,0.385,0.348,10.5,13.0,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,11.8,5.0,0.118,0.167,7.5,9.2,3.2,10.0,8.6,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.3,10.5,5.7,0.630,11.5,3.1,0.270,0.328,0.397,8.5,12.1,12.8
4,11/26/23 15:45:00,0.340,11.1,0.257,10.5,4.8,0.270,8.6,0.267,7.1,2.7,9.6,0.385,0.347,10.5,13.0,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,11.8,5.0,0.118,0.167,7.5,9.2,3.2,10.0,8.6,0.236,5.3,0.128,10.6,0.308,0.177,1.8,7.3,10.5,5.7,0.630,11.3,3.1,0.270,0.328,0.397,8.5,12.1,12.8
5,11/26/23 15:50:00,0.340,11.1,0.257,10.5,4.8,0.270,8.6,0.267,7.1,2.7,9.6,0.385,0.348,11.0,13.0,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,11.8,5.0,0.118,0.167,7.5,9.2,3.2,10.0,8.8,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.3,10.5,5.7,0.000,0.0,3.1,0.270,0.328,0.000,8.5,0.0,0.0
6,11/26/23 15:55:00,0.340,11.1,0.257,10.5,4.8,0.270,8.6,0.268,7.1,2.7,9.6,0.385,0.348,10.5,13.0,6.0,12.5,9.0,0.484,13.6,0.290,2.5,0.227,10.6,0.164,11.1,2.5,11.8,5.0,0.118,0.167,7.5,9.2,3.2,10.0,8.6,0.235,5.3,0.128,10.8,0.308,0.177,1.8,7.2,10.5,5.7,0.630,11.3,3.0,0.269,0.328,0.397,8.5,12.1,13.0
7,11/26/23 16:00:00,0.339,11.1,0.257,10.5,4.7,0.270,8.6,0.267,7.1,2.7,9.5,0.385,0.348,10.5,13.1,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,11.8,5.0,0.118,0.167,7.5,9.2,3.3,10.0,8.6,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.3,10.5,5.7,0.000,0.0,3.0,0.269,0.328,0.000,8.5,0.0,0.0
8,11/26/23 16:05:00,0.339,11.1,0.257,10.5,4.7,0.270,8.6,0.267,7.0,2.7,9.6,0.385,0.348,10.5,13.0,6.0,12.3,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,12.0,5.0,0.118,0.167,7.5,9.2,3.2,10.0,8.6,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.2,10.5,5.7,0.630,11.3,3.0,0.269,0.328,0.397,8.5,12.1,13.0
9,11/26/23 16:10:00,0.339,11.1,0.257,10.5,4.7,0.270,8.5,0.268,7.1,2.7,9.5,0.385,0.348,10.5,13.0,6.0,12.3,9.0,0.484,13.6,0.290,3.0,0.226,10.6,0.164,11.1,2.3,11.8,5.0,0.117,0.167,7.5,9.1,3.2,10.0,8.6,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.3,10.5,5.7,0.000,0.0,3.0,0.269,0.328,0.000,8.5,0.0,0.0
10,11/26/23 16:15:00,0.339,11.1,0.257,10.5,4.7,0.270,8.5,0.268,7.1,2.7,9.6,0.385,0.348,10.5,13.0,6.0,12.3,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,11.8,5.0,0.117,0.167,7.5,9.2,3.2,10.0,8.6,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.2,10.5,5.7,0.630,11.3,3.0,0.269,0.328,0.397,8.3,12.1,12.8
11,11/26/23 16:20:00,0.339,11.1,0.257,10.5,4.7,0.270,8.6,0.267,7.1,2.7,9.6,0.385,0.347,10.5,13.0,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.227,10.6,0.164,11.1,2.3,11.8,5.0,0.117,0.167,7.5,9.1,3.2,10.0,8.6,0.235,5.3,0.128,10.6,0.308,0.177,1.8,7.2,10.3,5.6,0.000,0.0,3.0,0.269,0.328,0.000,8.5,0.0,0.0
12,11/26/23 16:25:00,0.339,11.1,0.257,10.5,4.7,0.270,8.6,0.268,7.0,2.6,9.5,0.385,0.347,10.5,13.0,6.0,12.3,9.0,0.484,13.6,0.290,3.0,0.226,10.6,0.164,11.1,2.3,11.8,5.0,0.117,0.167,7.5,9.1,3.2,10.0,8.6,0.235,5.3,0.128,10.8,0.308,0.177,1.8,7.2,10.3,5.6,0.000,0.0,3.0,0.269,0.327,0.000,8.5,0.0,0.0
13,11/26/23 16:30:00,0.339,11.1,0.257,10.5,4.7,0.269,8.5,0.268,7.0,2.7,9.6,0.385,0.347,11.0,13.0,6.0,12.3,9.0,0.484,13.6,0.289,3.0,0.226,10.6,0.164,11.1,2.3,11.8,5.0,0.117,0.167,7.5,9.1,3.2,9.8,8.6,0.236,5.3,0.128,10.6,0.308,0.177,1.8,7.2,10.3,5.6,0.630,11.3,3.0,0.269,0.327,0.397,8.3,12.1,13.0
14,11/26/23 16:35:00,0.339,11.1,0.257,10.5,4.7,0.269,8.5,0.268,7.0,2.7,9.5,0.385,0.347,10.5,13.1,6.0,12.5,9.0,0.484,13.6,0.290,3.0,0.226,10.6,0.164,11.1,2.3,11.8,5.0,0.117,0.167,7.5,9.1,3.2,10.0,8.6,0.236,5.3,0.128,10.6,0.310,0.177,1.8,7.3,10.3,5.6,0.630,11.3,3.0,0.269,0.327,0.397,8.3,12.1,13.0
15,11/26/23 16:40:00,0.339,11.1,0.257,10.5,4.7,0.269,8.6,0.268,7.0,2.6,9.6,0.385,0.347,11.0,13.1,6.0,12.3,9.0,0.484,13.6,0.290,3.0,0.226,10.6,0.164,11.1,2.3,11.8,5.0,0.117,0.167,7.5,9.1,3.2,10.0,8.6,0.235,5.3,0.128,10.6,0.310,0.177,1.8,7.2,10.3,5.6,0.000,0.0,3.0,0.269,0.327,0.000,8.3,0.0,0.0
16,11/26/23 16:45:00,0.339,11.1,0.257,10.5,4.7,0.269,8.6,0.268,7.0,2.6,9.5,0.385,0.347,10.5,13.1,6.0,12.3,9.0,0.484,13.6,0.289,3.0,0.226,10.6,0.164,11.1,2.3,11.8,4.8,0.117,0.167,7.5,9.1,3.1,10.0,8.6,0.235,5.3,0.128,10.6,0.310,0.177,1.8,7.2,10.3,5.6,0.000,0.0,3.0,0.269,0.327,0.000,8.3,0.0,0.0
17,11/26/23 16:50:00,0.339,11.1,0.257,10.5,4.7,0.269,8.5,0.267,7.0,2.6,9.6,0.385,0.347,10.5,13.0,6.0,12.3,9.0,0.484,13.6,0.290,3.0,0.226,10.6,0.164,11.1,2.3,11.8,4.8,0.117,0.167,7.5,9.2,3.2,10.0,8.6,0.236,5.3,0.128,10.6,0.310,0.177,1.8,7.2,10.3,5.6,0.000,0.0,3.0,0.269,0.327,0.000,8.3,0.0,0.0
