Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,03/29/24 07:40:00,0.551,9.5,0.649,9.6,10.1,0.471,10.1,0.547,10.2,9.7,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.0,0.504,8.8,8.5,9.1,9.1,0.655,0.649,9.2,8.8,9.8,9.5,9.1,0.375,9.6,0.244,9.3,0.420,0.341,9.3,9.6,11.1,11.1,0.640,10.6,10.6,0.634,0.651,0.639,11.1,10.6,10.6
2,03/29/24 07:45:00,0.551,9.5,0.649,9.6,10.1,0.471,10.1,0.547,10.2,9.7,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.000,0.0,0.503,0.0,8.5,0.0,9.1,0.655,0.000,9.1,8.8,9.8,9.5,9.1,0.375,9.6,0.244,9.3,0.420,0.341,9.3,9.6,11.1,11.1,0.640,10.6,10.6,0.634,0.651,0.639,11.1,10.6,10.6
3,03/29/24 07:50:00,0.551,9.6,0.649,9.6,10.1,0.471,10.1,0.547,10.2,9.6,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.0,0.503,8.8,8.5,9.1,9.1,0.655,0.649,9.1,8.8,9.8,9.5,9.3,0.374,9.6,0.244,9.3,0.420,0.341,9.2,9.6,11.1,11.1,0.640,10.6,10.6,0.634,0.651,0.639,11.1,10.6,10.6
4,03/29/24 07:55:00,0.551,9.6,0.649,9.6,10.1,0.471,10.1,0.547,10.2,9.6,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.1,0.503,8.8,8.5,9.1,9.1,0.655,0.649,9.1,8.8,9.8,9.5,9.1,0.374,9.6,0.244,9.3,0.420,0.340,9.2,9.6,11.1,11.1,0.640,10.6,10.5,0.634,0.651,0.639,11.1,10.6,10.6
5,03/29/24 08:00:00,0.551,9.6,0.649,9.8,10.1,0.471,10.1,0.547,10.2,9.6,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.1,0.502,8.8,8.3,9.1,9.1,0.655,0.649,9.2,8.8,9.8,9.5,9.1,0.375,9.6,0.244,9.5,0.420,0.340,9.2,9.6,11.1,11.1,0.640,10.6,10.5,0.633,0.651,0.639,11.1,10.6,10.6
6,03/29/24 08:05:00,0.551,9.6,0.649,9.6,10.1,0.471,10.1,0.547,10.2,9.6,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.0,0.502,8.8,8.3,9.1,9.1,0.655,0.650,9.1,8.8,9.7,9.5,9.1,0.374,9.6,0.243,9.3,0.420,0.340,9.1,9.6,11.1,11.1,0.640,10.6,10.5,0.633,0.651,0.639,11.1,10.6,10.6
7,03/29/24 08:10:00,0.551,9.6,0.649,9.6,10.0,0.471,10.1,0.547,10.3,9.5,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.0,0.502,8.8,8.3,9.1,9.1,0.655,0.650,9.1,8.8,9.7,9.5,9.1,0.374,9.5,0.244,9.5,0.420,0.340,9.1,9.6,11.1,11.1,0.640,10.6,10.5,0.633,0.651,0.639,11.1,10.6,10.6
8,03/29/24 08:15:00,0.551,9.6,0.649,9.6,10.1,0.471,10.1,0.547,10.2,9.5,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.0,0.501,8.8,8.3,9.1,9.0,0.655,0.650,9.1,8.8,9.7,9.5,9.1,0.374,9.5,0.243,9.3,0.420,0.340,9.0,9.6,11.1,11.0,0.640,10.6,10.5,0.633,0.651,0.639,11.1,10.6,10.6
9,03/29/24 08:20:00,0.551,9.6,0.649,9.8,10.0,0.470,10.1,0.547,10.2,9.5,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.000,0.0,0.501,0.0,8.2,0.0,9.0,0.655,0.000,9.1,8.8,9.7,9.5,9.1,0.374,9.6,0.243,9.3,0.420,0.340,9.0,9.6,11.1,11.0,0.640,10.6,10.3,0.632,0.651,0.639,11.1,10.6,10.6
10,03/29/24 08:25:00,0.551,9.6,0.649,9.6,10.0,0.470,10.1,0.547,10.2,9.5,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.490,0.0,0.650,9.0,0.501,8.8,8.2,9.1,9.0,0.655,0.650,9.1,8.8,9.7,9.5,9.1,0.375,9.5,0.244,9.3,0.420,0.340,9.0,9.6,11.1,11.0,0.640,10.6,10.3,0.632,0.651,0.639,11.1,10.6,10.6
