Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,02/12/23 04:50:00,0.357,7.3,0.427,7.1,6.5,0.238,7.0,0.377,6.8,5.7,7.0,0.222,0.117,7.0,7.3,7.0,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.5,0.196,6.5,5.1,6.8,6.0,0.185,0.330,6.1,6.0,5.3,5.8,5.1,0.162,4.8,0.066,6.0,0.237,0.095,4.7,5.2,6.8,6.7,0.394,6.5,5.5,0.276,0.351,0.384,6.7,6.6,6.8
2,02/12/23 04:55:00,0.357,7.3,0.427,7.1,6.5,0.238,7.0,0.375,6.8,5.7,6.8,0.222,0.117,7.0,7.5,7.0,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.3,0.196,6.3,5.1,6.8,6.0,0.185,0.330,6.1,6.1,5.3,5.8,5.1,0.161,4.8,0.066,6.0,0.237,0.095,4.7,5.2,6.8,6.7,0.394,6.5,5.5,0.276,0.351,0.384,6.8,6.6,6.8
3,02/12/23 05:00:00,0.357,7.3,0.429,7.1,6.3,0.238,7.0,0.375,6.8,5.6,7.0,0.222,0.117,7.0,7.3,7.0,7.5,7.5,0.345,7.5,0.089,5.5,0.397,6.5,0.196,6.3,5.0,6.8,6.0,0.185,0.329,6.1,6.0,5.3,5.8,5.1,0.161,4.8,0.066,6.0,0.237,0.095,4.7,5.2,6.8,6.7,0.394,6.5,5.3,0.276,0.351,0.382,6.8,6.6,6.8
4,02/12/23 05:05:00,0.357,7.1,0.427,7.1,6.5,0.238,7.1,0.375,6.8,5.6,7.0,0.222,0.117,7.0,7.3,7.0,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.3,0.196,6.3,5.0,6.8,6.0,0.185,0.330,6.1,6.0,5.3,5.6,5.1,0.161,4.8,0.066,6.0,0.237,0.095,4.7,5.2,6.8,6.7,0.394,6.5,5.3,0.276,0.351,0.380,6.8,6.6,6.8
5,02/12/23 05:10:00,0.357,7.1,0.427,7.1,6.5,0.238,7.1,0.375,6.8,5.6,7.0,0.222,0.117,7.0,7.3,6.5,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.3,0.196,6.3,4.8,6.8,6.0,0.185,0.330,6.1,6.1,5.2,5.8,5.1,0.162,4.8,0.066,6.0,0.237,0.095,4.6,5.1,6.8,6.7,0.394,6.5,5.3,0.276,0.351,0.382,6.8,6.6,6.8
6,02/12/23 05:15:00,0.357,7.3,0.427,7.1,6.3,0.238,7.1,0.377,6.8,5.5,7.0,0.222,0.117,7.0,7.5,6.5,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.5,0.196,6.3,4.8,6.8,6.0,0.185,0.330,6.1,6.1,5.2,5.6,5.1,0.162,5.0,0.066,6.0,0.237,0.095,4.6,5.1,6.8,6.6,0.394,6.5,5.2,0.276,0.351,0.385,6.8,6.6,6.8
7,02/12/23 05:20:00,0.357,7.3,0.427,7.1,6.3,0.238,7.0,0.375,6.8,5.5,7.0,0.222,0.117,7.0,7.5,6.5,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.3,0.196,6.3,4.8,6.8,6.0,0.185,0.330,6.1,6.0,5.2,5.8,5.1,0.162,4.8,0.066,6.0,0.237,0.095,4.5,5.1,6.8,6.6,0.394,6.5,5.2,0.276,0.351,0.382,6.8,6.6,6.8
8,02/12/23 05:25:00,0.357,7.3,0.429,7.1,6.3,0.238,7.1,0.375,6.8,5.3,7.0,0.222,0.117,7.0,7.3,6.5,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.5,0.196,6.3,4.7,6.8,5.8,0.185,0.330,6.1,6.0,5.2,5.8,5.1,0.161,4.8,0.066,6.0,0.237,0.095,4.5,5.2,6.8,6.6,0.394,6.5,5.1,0.276,0.351,0.385,6.8,6.6,6.8
9,02/12/23 05:30:00,0.357,7.3,0.427,7.1,6.3,0.238,7.0,0.375,6.8,5.3,7.0,0.222,0.117,7.0,7.3,6.5,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.3,0.196,6.3,4.7,6.8,5.8,0.185,0.330,6.1,6.0,5.2,5.8,5.1,0.162,4.8,0.066,6.0,0.237,0.095,4.5,5.1,6.8,6.6,0.394,6.5,5.1,0.276,0.351,0.384,6.7,6.6,6.8
10,02/12/23 05:35:00,0.357,7.1,0.429,7.1,6.3,0.238,7.0,0.375,6.8,5.3,7.0,0.222,0.117,7.0,7.3,6.5,7.3,7.5,0.345,7.5,0.089,5.5,0.397,6.5,0.196,6.5,4.7,6.8,5.8,0.185,0.330,6.1,6.0,5.2,5.8,5.1,0.162,4.8,0.066,6.0,0.237,0.095,4.3,5.2,6.8,6.6,0.394,6.5,5.0,0.275,0.351,0.382,6.7,6.6,6.8
