Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
954,01/12/24 23:15:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.432,5.6,0.331,6.1,1.3,7.0,2.5,0.317,0.370,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
955,01/12/24 23:20:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.487,5.6,0.332,6.1,1.2,7.0,2.5,0.318,0.370,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
956,01/12/24 23:25:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.519,5.6,0.333,6.1,1.3,7.0,2.5,0.323,0.367,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
957,01/12/24 23:30:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.560,5.6,0.333,6.1,1.3,7.0,2.5,0.322,0.375,3.7,4.6,1.8,6.0,5.0,0.277,2.8,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
958,01/12/24 23:35:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.390,3.6,1.7,5.5,0.590,5.6,0.334,6.1,1.3,7.0,2.5,0.314,0.385,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.8,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
959,01/12/24 23:40:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.570,5.6,0.335,6.1,1.2,7.0,2.5,0.309,0.382,3.7,4.6,2.0,6.0,5.0,0.278,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
960,01/12/24 23:45:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.640,5.8,0.336,6.0,1.2,7.0,2.5,0.309,0.367,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
961,01/12/24 23:50:00,0.412,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.336,6.1,1.2,7.0,2.5,0.315,0.370,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
962,01/12/24 23:55:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.337,6.0,1.3,7.0,2.5,0.309,0.372,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
963,01/13/24 00:00:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.8,0.337,6.1,1.2,7.0,2.5,0.316,0.374,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
964,01/13/24 00:05:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.338,6.0,1.2,7.0,2.5,0.310,0.394,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,4.8,2.8,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
965,01/13/24 00:10:00,0.412,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.650,5.6,0.338,6.1,1.3,7.0,2.5,0.311,0.414,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
966,01/13/24 00:15:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.339,6.1,1.2,7.0,2.5,0.310,0.444,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
967,01/13/24 00:20:00,0.412,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.339,6.1,1.3,7.0,2.5,0.312,0.465,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,6.8
968,01/13/24 00:25:00,0.412,7.0,0.472,6.5,2.3,0.341,4.7,0.389,3.6,1.6,5.5,0.650,5.6,0.339,6.1,1.2,7.0,2.5,0.310,0.495,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
969,01/13/24 00:30:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.340,6.1,1.2,7.0,2.5,0.315,0.522,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
970,01/13/24 00:35:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.8,0.340,6.1,1.3,7.0,2.5,0.315,0.547,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
971,01/13/24 00:40:00,0.412,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.340,6.1,1.2,7.0,2.5,0.313,0.579,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
972,01/13/24 00:45:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.389,3.6,1.7,5.5,0.650,5.6,0.340,6.1,1.2,7.0,2.5,0.309,0.595,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,6.8
973,01/13/24 00:50:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.309,0.612,3.7,4.6,1.8,6.0,5.0,0.277,2.8,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
974,01/13/24 00:55:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.311,0.635,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
975,01/13/24 01:00:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.311,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,4.0,6.1,7.0
976,01/13/24 01:05:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.314,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
977,01/13/24 01:10:00,0.412,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.316,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
978,01/13/24 01:15:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.0,1.2,7.0,2.5,0.318,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.3,2.0,0.446,0.648,0.637,3.8,6.1,7.0
979,01/13/24 01:20:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.319,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,6.8
980,01/13/24 01:25:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.320,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.3,1.8,0.446,0.648,0.637,3.8,6.1,6.8
981,01/13/24 01:30:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.323,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
982,01/13/24 01:35:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.321,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.3,2.0,0.446,0.648,0.637,3.8,6.1,6.8
983,01/13/24 01:40:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.335,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
984,01/13/24 01:45:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.343,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.3,1.8,0.446,0.648,0.637,3.8,6.1,6.8
985,01/13/24 01:50:00,0.412,6.8,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.352,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
986,01/13/24 01:55:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.0,1.2,7.0,2.5,0.363,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
987,01/13/24 02:00:00,0.412,7.0,0.472,6.5,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.375,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.8,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
988,01/13/24 02:05:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.379,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
989,01/13/24 02:10:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.389,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
990,01/13/24 02:15:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.390,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
991,01/13/24 02:20:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.384,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
992,01/13/24 02:25:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.385,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
993,01/13/24 02:30:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.374,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
994,01/13/24 02:35:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.370,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
995,01/13/24 02:40:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.367,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,6.8
996,01/13/24 02:45:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.362,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
997,01/13/24 02:50:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.362,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
998,01/13/24 02:55:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.357,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
999,01/13/24 03:00:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.351,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
1000,01/13/24 03:05:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.351,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
1001,01/13/24 03:10:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.348,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.3,2.0,0.446,0.648,0.637,3.7,6.1,6.8
1002,01/13/24 03:15:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.0,1.3,7.0,2.5,0.343,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
1003,01/13/24 03:20:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.340,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.8,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
1004,01/13/24 03:25:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.335,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
1005,01/13/24 03:30:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.332,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
1006,01/13/24 03:35:00,0.412,6.8,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.328,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
1007,01/13/24 03:40:00,0.412,6.8,0.472,6.3,2.2,0.341,4.6,0.390,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.2,7.0,2.5,0.326,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
1008,01/13/24 03:45:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.389,3.6,1.7,5.5,0.650,5.6,0.341,6.1,1.3,7.0,2.5,0.323,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.447,0.648,0.637,3.7,6.1,6.8
1009,01/13/24 03:50:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.340,6.0,1.2,7.0,2.5,0.322,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.000,0.0,2.0,0.447,0.648,0.000,3.8,0.0,0.0
1010,01/13/24 03:55:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.340,6.1,1.2,7.0,2.5,0.320,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,1.8,0.447,0.648,0.637,3.8,6.1,6.8
1011,01/13/24 04:00:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.340,6.1,1.3,7.0,2.5,0.319,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.447,0.648,0.637,3.8,6.1,6.8
1012,01/13/24 04:05:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.340,6.1,1.2,7.0,2.5,0.315,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.8,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.3,1.8,0.447,0.648,0.637,3.8,6.1,6.8
1013,01/13/24 04:10:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.340,6.0,1.2,7.0,2.5,0.317,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.447,0.648,0.637,3.7,6.1,6.8
1014,01/13/24 04:15:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.340,6.1,1.2,7.0,2.5,0.317,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,2.0,0.447,0.648,0.637,3.8,6.1,6.8
1015,01/13/24 04:20:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.340,6.0,1.2,7.0,2.5,0.317,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,1.8,0.447,0.648,0.637,3.8,6.1,6.8
1016,01/13/24 04:25:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.389,3.6,1.7,5.5,0.650,5.6,0.339,6.0,1.3,7.0,2.5,0.318,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,2.0,0.447,0.648,0.000,3.8,0.0,0.0
1017,01/13/24 04:30:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.650,5.6,0.339,6.1,1.2,7.0,2.5,0.315,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.3,2.0,0.447,0.648,0.637,3.8,6.1,6.8
1018,01/13/24 04:35:00,0.412,7.0,0.472,6.3,2.3,0.341,4.6,0.390,3.6,1.7,5.5,0.650,5.6,0.339,6.0,1.3,7.0,2.5,0.313,0.648,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.3,1.8,0.447,0.648,0.637,3.8,6.1,6.8
1019,01/13/24 04:40:00,0.412,6.8,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.7,5.5,0.650,5.6,0.339,6.0,1.3,7.0,2.5,0.317,0.648,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.159,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.3,2.0,0.447,0.648,0.637,3.8,6.1,6.8
