Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,12/12/23 15:05:00,0.299,9.1,0.271,8.5,4.0,0.242,6.8,0.257,5.7,2.2,7.5,0.357,0.317,10.0,11.1,6.0,10.6,8.5,0.482,11.6,0.278,3.5,0.205,8.6,0.132,9.0,2.2,9.6,4.5,0.097,0.151,6.5,7.6,2.8,7.8,6.8,0.231,4.2,0.120,8.6,0.305,0.172,1.8,5.7,8.5,5.1,0.619,9.1,2.7,0.252,0.318,0.375,7.2,9.6,10.1
2,12/12/23 15:10:00,0.299,9.0,0.271,8.3,3.8,0.242,6.8,0.257,5.7,2.2,7.5,0.357,0.316,9.5,11.1,6.0,10.6,8.5,0.482,11.6,0.277,3.5,0.205,8.6,0.132,9.0,2.2,9.6,4.5,0.097,0.153,6.3,7.6,2.8,7.8,6.8,0.231,4.2,0.120,8.6,0.305,0.172,1.8,5.7,8.5,5.0,0.619,9.1,2.7,0.252,0.318,0.375,7.1,9.6,10.1
3,12/12/23 15:15:00,0.299,9.0,0.271,8.5,3.8,0.242,6.8,0.257,5.7,2.2,7.5,0.357,0.316,10.0,11.1,6.0,10.6,8.5,0.482,11.5,0.277,3.5,0.205,8.6,0.132,9.0,2.2,9.6,4.5,0.097,0.151,6.5,7.6,2.8,7.8,6.8,0.231,4.3,0.120,8.6,0.305,0.172,1.8,5.7,8.6,5.0,0.619,9.1,2.7,0.252,0.318,0.375,7.1,9.6,10.1
4,12/12/23 15:20:00,0.299,9.0,0.271,8.5,4.0,0.242,6.8,0.257,5.7,2.2,7.5,0.357,0.316,10.0,11.1,6.0,10.6,8.5,0.482,11.6,0.277,3.5,0.205,8.6,0.132,9.0,2.2,9.6,4.5,0.097,0.153,6.5,7.6,2.8,8.0,6.6,0.231,4.2,0.120,8.6,0.305,0.172,1.8,5.7,8.6,5.0,0.000,0.0,2.7,0.252,0.318,0.000,7.1,0.0,0.0
5,12/12/23 15:25:00,0.299,9.0,0.271,8.5,3.8,0.242,7.0,0.256,5.7,2.2,7.5,0.357,0.316,10.0,11.1,6.0,10.6,8.5,0.482,11.6,0.277,3.5,0.205,8.6,0.132,8.8,2.2,9.6,4.5,0.097,0.151,6.5,7.6,2.7,8.0,6.8,0.232,4.2,0.120,8.6,0.305,0.172,1.8,5.7,8.6,5.0,0.000,0.0,2.7,0.252,0.318,0.000,7.1,0.0,0.0
6,12/12/23 15:30:00,0.299,9.0,0.271,8.5,3.8,0.242,6.8,0.257,5.7,2.2,7.5,0.357,0.317,10.0,11.1,6.0,10.6,8.5,0.482,11.6,0.278,3.5,0.205,8.6,0.132,9.0,2.2,9.6,4.3,0.097,0.151,6.3,7.6,2.8,8.0,6.8,0.232,4.2,0.120,8.6,0.305,0.172,1.7,5.7,8.6,5.0,0.619,9.1,2.7,0.252,0.318,0.375,7.1,9.6,10.1
7,12/12/23 15:35:00,0.299,9.0,0.271,8.5,3.8,0.242,6.8,0.257,5.7,2.2,7.5,0.357,0.317,9.5,11.1,6.0,10.6,8.5,0.482,11.6,0.278,3.5,0.205,8.6,0.132,9.0,2.1,9.6,4.5,0.097,0.151,6.3,7.6,2.7,7.8,6.6,0.231,4.2,0.120,8.6,0.305,0.172,1.8,5.7,8.5,5.0,0.619,9.1,2.7,0.252,0.317,0.375,7.1,9.6,10.1
8,12/12/23 15:40:00,0.299,9.1,0.271,8.3,3.8,0.241,6.8,0.257,5.7,2.2,7.5,0.357,0.317,10.0,11.1,6.0,10.6,8.5,0.482,11.6,0.278,3.5,0.205,8.6,0.132,8.8,2.1,9.6,4.5,0.097,0.151,6.3,7.6,2.7,7.8,6.8,0.231,4.2,0.120,8.6,0.305,0.172,1.8,5.7,8.6,5.0,0.619,9.1,2.7,0.252,0.317,0.375,7.1,9.6,10.1
9,12/12/23 15:45:00,0.299,9.0,0.271,8.5,3.8,0.241,7.0,0.257,5.7,2.2,7.5,0.357,0.316,9.5,11.1,6.0,10.6,8.5,0.482,11.6,0.277,3.5,0.205,8.6,0.132,9.0,2.1,9.6,4.3,0.097,0.151,6.3,7.6,2.8,8.0,6.6,0.231,4.2,0.120,8.6,0.305,0.172,1.7,5.7,8.5,5.0,0.000,0.0,2.7,0.252,0.317,0.000,7.1,0.0,0.0
10,12/12/23 15:50:00,0.298,9.0,0.271,8.3,3.8,0.241,6.8,0.257,5.7,2.2,7.5,0.357,0.316,9.5,11.1,6.0,10.6,8.5,0.482,11.6,0.277,3.5,0.205,8.6,0.132,9.0,2.1,9.6,4.5,0.097,0.151,6.3,7.5,2.7,7.8,6.6,0.231,4.2,0.120,8.6,0.305,0.172,1.7,5.7,8.5,5.0,0.000,0.0,2.6,0.251,0.317,0.000,7.1,0.0,0.0
