Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,03/25/24 15:30:00,0.539,9.8,0.643,10.0,7.5,0.454,9.8,0.542,9.1,5.6,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.456,9.0,4.5,9.3,6.6,0.638,0.650,8.1,8.6,5.5,9.6,9.1,0.390,7.5,0.236,9.6,0.415,0.323,3.8,8.6,10.3,8.1,0.640,10.3,6.1,0.607,0.650,0.639,9.6,10.6,10.6
2,03/25/24 15:35:00,0.539,9.8,0.643,10.0,7.5,0.454,9.7,0.542,9.1,5.5,9.8,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.456,9.1,4.5,9.3,6.6,0.635,0.650,8.1,8.6,5.5,9.6,9.1,0.390,7.5,0.236,9.6,0.415,0.323,3.8,8.6,10.3,8.1,0.640,10.3,6.1,0.607,0.650,0.639,9.6,10.6,10.6
3,03/25/24 15:40:00,0.539,9.8,0.643,10.0,7.3,0.454,9.8,0.542,9.1,5.5,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.456,9.0,4.5,9.5,6.6,0.634,0.650,8.1,8.6,5.5,9.6,9.1,0.390,7.3,0.236,9.6,0.415,0.323,3.8,8.6,10.5,8.0,0.640,10.3,6.1,0.607,0.650,0.639,9.5,10.6,10.6
4,03/25/24 15:45:00,0.539,9.8,0.643,10.0,7.5,0.454,9.8,0.542,9.1,5.5,9.8,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.455,9.0,4.5,9.3,6.6,0.632,0.650,8.1,8.6,5.5,9.5,9.1,0.390,7.5,0.236,9.6,0.415,0.323,3.8,8.6,10.3,8.1,0.640,10.3,6.1,0.607,0.650,0.639,9.6,10.6,10.6
5,03/25/24 15:50:00,0.539,9.8,0.643,10.0,7.3,0.454,9.8,0.542,9.1,5.5,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.455,9.0,4.5,9.3,6.6,0.630,0.650,8.1,8.6,5.5,9.5,9.1,0.390,7.3,0.235,9.6,0.415,0.323,3.8,8.6,10.3,8.0,0.640,10.3,6.1,0.606,0.650,0.639,9.6,10.6,10.6
6,03/25/24 15:55:00,0.539,9.8,0.643,10.0,7.3,0.454,9.8,0.542,9.1,5.5,9.8,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.455,9.0,4.5,9.5,6.6,0.629,0.649,8.1,8.6,5.3,9.6,9.1,0.390,7.3,0.235,9.6,0.415,0.322,3.8,8.6,10.3,8.0,0.640,10.3,6.0,0.607,0.650,0.639,9.6,10.6,10.6
7,03/25/24 16:00:00,0.539,9.8,0.643,10.0,7.3,0.454,9.8,0.544,9.0,5.5,9.6,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.455,9.1,4.5,9.3,6.5,0.627,0.650,8.1,8.6,5.3,9.5,9.1,0.390,7.3,0.235,9.6,0.415,0.323,3.8,8.6,10.3,8.0,0.640,10.3,6.0,0.606,0.650,0.639,9.5,10.6,10.6
8,03/25/24 16:05:00,0.539,9.8,0.643,10.0,7.3,0.454,9.8,0.542,9.1,5.5,9.8,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.455,9.0,4.5,9.3,6.5,0.626,0.650,8.1,8.6,5.3,9.6,9.0,0.390,7.3,0.235,9.6,0.415,0.323,3.8,8.6,10.5,8.0,0.640,10.3,6.1,0.606,0.650,0.639,9.5,10.6,10.6
9,03/25/24 16:10:00,0.539,9.8,0.643,10.0,7.3,0.454,9.8,0.542,9.0,5.3,9.8,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.454,9.0,4.5,9.3,6.6,0.625,0.650,8.1,8.6,5.3,9.5,9.1,0.390,7.3,0.235,9.6,0.415,0.322,3.8,8.6,10.3,8.0,0.640,10.3,6.0,0.606,0.650,0.639,9.5,10.6,10.6
10,03/25/24 16:15:00,0.539,9.8,0.643,10.0,7.3,0.453,9.8,0.542,9.0,5.3,9.8,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.471,0.0,0.650,9.1,0.454,9.1,4.5,9.3,6.5,0.625,0.650,8.1,8.6,5.3,9.5,9.1,0.390,7.3,0.235,9.6,0.415,0.322,3.8,8.5,10.3,8.0,0.640,10.3,6.0,0.606,0.650,0.639,9.5,10.6,10.6
