Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
944,01/31/25 10:55:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.6,6.4,2.4,0.073,5.8,4.1,8.5,7.9,6.8,0.068,4.0,8.8,0.218,0.052,0.097,5.8,5.5,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.385,5.0,3.2,6.0,0.452,5.6,0.284,5.8,2.8,6.5,3.7,0.270,0.372,4.5,5.0
945,01/31/25 11:00:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.4,2.4,0.073,5.9,4.0,8.5,7.9,6.8,0.068,3.9,8.8,0.218,0.051,0.097,5.8,5.5,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.384,5.1,3.2,6.0,0.452,5.6,0.284,6.0,2.8,6.5,3.6,0.270,0.372,4.5,5.0
946,01/31/25 11:05:00,0.149,0.117,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.3,2.4,0.073,5.9,4.1,8.5,7.8,6.8,0.068,3.9,8.8,0.218,0.052,0.097,5.6,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.384,5.0,3.3,6.0,0.452,5.6,0.284,5.8,2.8,6.5,3.7,0.270,0.372,4.5,5.0
947,01/31/25 11:10:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.3,2.4,0.073,5.9,4.1,8.5,7.9,6.8,0.068,3.9,8.8,0.218,0.052,0.097,5.6,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.384,5.0,3.2,6.0,0.452,5.6,0.284,6.0,2.8,6.5,3.6,0.270,0.372,4.6,5.0
948,01/31/25 11:15:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.4,2.4,0.073,5.8,4.0,8.5,7.9,6.8,0.068,3.9,8.8,0.218,0.052,0.097,5.6,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.384,5.0,3.2,6.0,0.452,5.6,0.284,6.0,2.8,6.5,3.7,0.270,0.372,4.6,5.0
949,01/31/25 11:20:00,0.149,0.117,5.0,6.1,0.4,0.000,0.000,3.5,1.4,2.4,0.157,0.036,6.5,6.3,2.4,0.073,5.8,4.0,8.5,7.8,6.8,0.068,3.8,8.9,0.218,0.052,0.097,5.6,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.384,5.1,3.3,6.0,0.452,5.6,0.283,6.0,2.8,6.5,3.7,0.270,0.372,4.5,5.0
950,01/31/25 11:25:00,0.149,0.117,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.4,2.4,0.073,5.8,4.0,8.5,7.9,6.8,0.068,3.8,8.8,0.218,0.052,0.097,5.5,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.385,5.1,3.3,6.0,0.452,5.6,0.283,6.0,2.8,6.5,3.7,0.270,0.372,4.5,5.0
951,01/31/25 11:30:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.4,2.3,0.073,5.8,4.0,8.5,7.9,6.8,0.068,3.8,8.8,0.218,0.051,0.097,5.5,5.4,0.099,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.385,5.0,3.2,6.0,0.452,5.6,0.283,5.8,2.8,6.5,3.7,0.270,0.372,4.5,5.0
952,01/31/25 11:35:00,0.149,0.117,5.0,6.1,0.4,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.6,6.4,2.3,0.073,5.9,3.9,8.5,7.8,6.8,0.068,3.8,8.8,0.218,0.051,0.097,5.5,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.319,5.6,0.385,5.0,3.2,6.0,0.452,5.6,0.283,5.8,2.8,6.5,3.7,0.270,0.372,4.6,5.0
953,01/31/25 11:40:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,2.3,0.073,5.8,4.0,8.4,7.9,6.8,0.068,3.8,8.8,0.218,0.052,0.097,5.5,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.7,0.384,5.0,3.2,6.0,0.452,5.6,0.284,6.0,2.8,6.5,3.7,0.270,0.372,4.6,5.0
954,01/31/25 11:45:00,0.149,0.117,4.9,6.1,0.4,0.000,0.000,3.5,1.4,2.4,0.157,0.036,6.6,6.4,2.3,0.073,5.9,3.9,8.5,7.9,6.8,0.068,3.8,8.8,0.218,0.052,0.097,5.5,5.4,0.100,0.375,7.0,0.440,6.5,4.0,0.320,5.7,0.385,5.0,3.2,6.0,0.452,5.6,0.284,6.0,2.8,6.5,3.7,0.270,0.372,4.5,5.0
955,01/31/25 11:50:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.3,2.3,0.072,5.8,3.9,8.4,7.8,6.8,0.068,3.8,8.9,0.218,0.051,0.097,5.5,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.319,5.7,0.384,5.0,3.2,6.0,0.452,5.6,0.283,6.0,2.8,6.5,3.6,0.270,0.372,4.5,5.0
956,01/31/25 11:55:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.4,2.3,0.073,5.9,3.9,8.5,7.9,6.8,0.068,3.8,8.8,0.218,0.052,0.097,5.5,5.4,0.100,0.375,6.8,0.440,6.5,4.0,0.319,5.7,0.385,5.0,3.2,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
957,01/31/25 12:00:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.5,6.4,2.3,0.072,5.9,3.9,8.5,7.8,6.6,0.068,3.8,8.8,0.218,0.051,0.097,5.5,5.3,0.100,0.375,6.8,0.440,6.5,4.0,0.320,5.6,0.384,5.0,3.2,6.0,0.452,5.6,0.283,6.0,2.8,6.5,3.6,0.270,0.372,4.5,5.0
958,01/31/25 12:05:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.5,6.3,2.1,0.073,5.9,3.9,8.5,7.8,6.6,0.068,3.6,8.8,0.218,0.051,0.097,5.4,5.3,0.100,0.375,6.8,0.440,6.5,3.8,0.320,5.7,0.384,5.0,3.2,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.7,0.270,0.372,4.5,5.0
959,01/31/25 12:10:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.3,2.3,0.072,5.8,3.9,8.5,7.9,6.6,0.068,3.6,8.8,0.218,0.051,0.097,5.4,5.3,0.100,0.375,6.8,0.440,6.5,4.0,0.319,5.7,0.385,5.0,3.2,6.0,0.452,5.6,0.283,5.8,2.7,6.5,3.7,0.270,0.372,4.6,5.0
960,01/31/25 12:15:00,0.149,0.117,5.0,6.1,0.4,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.6,6.4,2.1,0.072,5.8,3.8,8.5,7.9,6.6,0.068,3.6,8.8,0.218,0.052,0.097,5.4,5.3,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,5.0,3.2,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.7,0.270,0.372,4.5,5.0
961,01/31/25 12:20:00,0.149,0.117,5.0,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.4,2.1,0.072,5.8,3.8,8.5,7.8,6.6,0.068,3.6,8.8,0.218,0.051,0.097,5.4,5.3,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,5.1,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.7,0.270,0.372,4.5,5.0
962,01/31/25 12:25:00,0.150,0.117,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,2.1,0.072,5.8,3.8,8.5,7.8,6.6,0.068,3.6,8.8,0.218,0.052,0.097,5.4,5.3,0.100,0.375,6.8,0.440,6.5,4.0,0.319,5.7,0.385,5.0,3.2,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.6,5.0
963,01/31/25 12:30:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.4,2.1,0.072,5.8,3.8,8.5,7.9,6.6,0.068,3.5,8.9,0.218,0.051,0.097,5.4,5.3,0.099,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
964,01/31/25 12:35:00,0.149,0.117,5.0,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.4,2.1,0.072,5.8,3.8,8.5,7.9,6.6,0.068,3.5,8.8,0.218,0.051,0.097,5.4,5.3,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.6,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
965,01/31/25 12:40:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.6,6.4,2.0,0.072,5.8,3.8,8.5,7.9,6.6,0.068,3.5,8.8,0.218,0.051,0.097,5.4,5.3,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.2,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
966,01/31/25 12:45:00,0.149,0.117,4.9,6.1,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.036,6.5,6.4,2.1,0.072,5.8,3.8,8.5,7.9,6.6,0.068,3.5,8.8,0.218,0.051,0.097,5.4,5.1,0.100,0.375,6.8,0.440,6.5,4.0,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.6,5.0
967,01/31/25 12:50:00,0.149,0.117,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,2.0,0.072,5.8,3.8,8.5,7.8,6.5,0.068,3.4,8.8,0.218,0.051,0.097,5.3,5.3,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.7,0.270,0.372,4.5,5.0
968,01/31/25 12:55:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.6,6.4,2.0,0.072,5.8,3.8,8.5,7.8,6.5,0.068,3.5,8.8,0.218,0.051,0.097,5.3,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
969,01/31/25 13:00:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.6,6.4,2.0,0.072,5.8,3.6,8.5,7.8,6.5,0.068,3.5,8.8,0.218,0.051,0.097,5.3,5.3,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.6,5.0
970,01/31/25 13:05:00,0.149,0.118,4.9,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.4,2.0,0.072,5.8,3.6,8.4,7.8,6.5,0.068,3.4,8.8,0.218,0.051,0.097,5.1,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,5.0,3.1,6.0,0.452,5.6,0.283,5.8,2.7,6.5,3.6,0.270,0.372,4.5,5.0
971,01/31/25 13:10:00,0.149,0.117,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.4,2.0,0.072,5.8,3.6,8.5,7.8,6.5,0.068,3.4,8.9,0.218,0.051,0.097,5.3,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,5.8,2.7,6.5,3.6,0.270,0.372,4.5,5.0
972,01/31/25 13:15:00,0.149,0.117,5.0,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,1.9,0.072,5.8,3.6,8.5,7.8,6.5,0.068,3.4,8.8,0.218,0.051,0.097,5.3,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
973,01/31/25 13:20:00,0.149,0.117,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.4,2.0,0.072,5.8,3.6,8.5,7.8,6.5,0.068,3.4,8.8,0.218,0.051,0.097,5.1,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
974,01/31/25 13:25:00,0.149,0.117,4.9,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.6,6.4,1.9,0.072,5.8,3.6,8.5,7.8,6.5,0.068,3.4,8.8,0.218,0.051,0.097,5.1,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.6,0.384,5.0,3.1,6.0,0.452,5.6,0.283,5.8,2.7,6.5,3.6,0.270,0.372,4.5,5.0
975,01/31/25 13:30:00,0.150,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.4,1.9,0.072,5.8,3.5,8.5,7.8,6.4,0.068,3.4,8.8,0.218,0.051,0.097,5.1,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
976,01/31/25 13:35:00,0.149,0.117,5.0,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.4,1.9,0.072,5.8,3.5,8.5,7.8,6.5,0.068,3.4,8.8,0.218,0.051,0.097,5.1,5.1,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,5.8,2.7,6.5,3.6,0.270,0.372,4.5,5.0
977,01/31/25 13:40:00,0.150,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,1.9,0.072,5.8,3.5,8.4,7.8,6.5,0.068,3.4,8.9,0.218,0.051,0.097,5.1,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,5.8,2.7,6.5,3.6,0.270,0.372,4.5,5.0
978,01/31/25 13:45:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,1.9,0.072,5.6,3.5,8.5,7.8,6.5,0.068,3.3,8.8,0.218,0.051,0.097,5.1,5.1,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,4.8,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
979,01/31/25 13:50:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.5,6.4,1.9,0.072,5.8,3.5,8.5,7.8,6.5,0.068,3.4,8.8,0.218,0.051,0.097,5.0,5.1,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.5,0.270,0.372,4.5,5.0
980,01/31/25 13:55:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.4,1.9,0.072,5.8,3.5,8.5,7.8,6.5,0.068,3.3,8.9,0.218,0.051,0.097,5.1,5.0,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.384,5.0,3.0,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
981,01/31/25 14:00:00,0.150,0.118,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.6,6.4,1.8,0.072,5.6,3.5,8.5,7.8,6.4,0.068,3.3,8.9,0.218,0.051,0.097,5.0,5.1,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
982,01/31/25 14:05:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,1.8,0.072,5.8,3.5,8.4,7.8,6.4,0.067,3.3,8.9,0.218,0.051,0.097,5.0,5.0,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.0,6.0,0.452,5.6,0.283,5.8,2.7,6.5,3.6,0.270,0.372,4.5,5.0
983,01/31/25 14:10:00,0.149,0.118,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.4,1.8,0.072,5.6,3.5,8.4,7.8,6.4,0.068,3.3,8.8,0.218,0.051,0.097,5.0,5.0,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.0,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
984,01/31/25 14:15:00,0.150,0.118,4.9,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.6,6.4,1.8,0.072,5.6,3.5,8.5,7.8,6.4,0.068,3.3,8.8,0.218,0.051,0.097,5.0,5.0,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.1,6.0,0.452,5.6,0.283,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
985,01/31/25 14:20:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.5,6.4,1.8,0.072,5.6,3.4,8.5,7.8,6.4,0.068,3.3,8.9,0.218,0.051,0.097,5.0,5.0,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.6,0.385,5.0,3.0,6.0,0.452,5.6,0.283,6.0,2.7,6.5,3.6,0.270,0.372,4.5,5.0
986,01/31/25 14:25:00,0.149,0.118,4.9,6.1,0.4,0.000,0.000,3.4,1.5,2.4,0.157,0.036,6.6,6.4,1.8,0.072,5.6,3.4,8.5,7.8,6.4,0.068,3.3,8.9,0.218,0.051,0.097,5.0,5.0,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.385,5.0,3.0,6.0,0.452,5.6,0.283,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
987,01/31/25 14:30:00,0.149,0.118,5.0,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.4,1.9,0.072,5.6,3.4,8.5,7.8,6.4,0.068,3.3,8.8,0.218,0.051,0.097,5.0,5.0,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.6,0.384,5.0,3.0,6.0,0.452,5.6,0.283,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
988,01/31/25 14:35:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.4,1.8,0.072,5.6,3.4,8.5,7.8,6.4,0.068,3.3,8.8,0.218,0.051,0.097,4.9,5.0,0.100,0.375,6.8,0.440,6.5,3.8,0.319,5.7,0.387,5.0,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
989,01/31/25 14:40:00,0.149,0.118,4.9,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,1.8,0.072,5.8,3.4,8.5,7.8,6.4,0.068,3.3,8.8,0.218,0.051,0.096,4.9,5.0,0.099,0.375,6.8,0.440,6.5,3.7,0.319,5.7,0.384,5.0,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
990,01/31/25 14:45:00,0.150,0.118,4.9,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,1.8,0.072,5.6,3.4,8.5,7.8,6.4,0.067,3.3,8.9,0.218,0.051,0.097,4.9,5.0,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.6,0.385,5.0,3.0,6.0,0.452,5.6,0.283,6.0,2.6,6.5,3.5,0.270,0.372,4.5,5.0
991,01/31/25 14:50:00,0.150,0.118,4.9,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.4,1.8,0.072,5.6,3.4,8.5,7.8,6.3,0.068,3.1,8.8,0.218,0.051,0.097,4.9,4.9,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.7,0.382,5.0,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
992,01/31/25 14:55:00,0.149,0.118,5.0,6.1,0.4,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.6,6.4,1.8,0.072,5.6,3.4,8.5,7.6,6.3,0.067,3.1,8.8,0.218,0.051,0.097,4.9,5.0,0.100,0.375,6.8,0.440,6.5,3.7,0.318,5.6,0.384,5.0,3.0,6.0,0.452,5.6,0.282,5.8,2.6,6.5,3.6,0.270,0.372,4.5,5.0
993,01/31/25 15:00:00,0.149,0.118,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.5,6.3,1.8,0.072,5.6,3.3,8.5,7.8,6.3,0.068,3.1,8.9,0.218,0.051,0.097,4.9,5.0,0.100,0.375,6.8,0.440,6.5,3.7,0.318,5.6,0.385,5.0,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.5,0.270,0.372,4.5,5.0
994,01/31/25 15:05:00,0.149,0.118,5.0,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.4,1.8,0.072,5.6,3.3,8.5,7.8,6.3,0.068,3.1,8.8,0.218,0.051,0.096,4.9,4.9,0.100,0.375,6.8,0.440,6.5,3.7,0.318,5.6,0.384,4.8,3.0,6.0,0.452,5.6,0.282,5.8,2.6,6.5,3.5,0.270,0.372,4.5,5.0
995,01/31/25 15:10:00,0.149,0.118,4.9,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.035,6.6,6.4,1.8,0.072,5.6,3.4,8.5,7.6,6.3,0.067,3.1,8.9,0.218,0.051,0.097,4.9,4.9,0.100,0.375,6.8,0.440,6.5,3.7,0.318,5.6,0.384,4.8,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.5,0.270,0.372,4.5,5.0
996,01/31/25 15:15:00,0.149,0.118,4.9,6.1,0.3,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.6,6.4,1.6,0.072,5.6,3.3,8.5,7.6,6.3,0.068,3.1,8.9,0.218,0.051,0.097,4.9,4.9,0.099,0.375,6.8,0.440,6.5,3.7,0.319,5.7,0.385,4.8,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
997,01/31/25 15:20:00,0.149,0.118,5.0,6.1,0.4,0.000,0.000,3.5,1.5,2.4,0.157,0.036,6.5,6.4,1.8,0.072,5.6,3.3,8.4,7.8,6.3,0.067,3.1,8.8,0.218,0.051,0.096,4.9,4.9,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.6,0.384,5.0,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.6,0.270,0.372,4.5,5.0
998,01/31/25 15:25:00,0.149,0.118,5.0,6.1,0.3,0.000,0.000,3.4,1.5,2.4,0.157,0.035,6.6,6.4,1.8,0.072,5.6,3.3,8.5,7.6,6.3,0.067,3.1,8.8,0.218,0.051,0.097,4.9,4.9,0.100,0.375,6.8,0.440,6.5,3.7,0.319,5.7,0.384,4.8,3.0,6.0,0.452,5.6,0.282,6.0,2.6,6.5,3.5,0.270,0.372,4.5,5.0
