Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,02/18/24 15:25:00,0.523,7.3,0.592,7.3,6.8,0.434,7.3,0.519,7.3,6.3,7.1,0.644,0.637,8.0,8.1,7.0,8.1,8.0,0.644,8.1,0.541,6.5,0.650,7.1,0.428,7.0,6.0,7.5,6.6,0.566,0.649,7.0,7.0,6.3,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,6.0,6.6,7.7,7.1,0.640,7.5,6.6,0.615,0.650,0.637,7.6,7.5,7.6
2,02/18/24 15:30:00,0.523,7.3,0.592,7.3,6.7,0.434,7.3,0.520,7.3,6.3,7.1,0.644,0.637,8.0,8.1,7.0,8.1,7.5,0.644,8.1,0.541,6.5,0.650,7.1,0.428,7.0,6.0,7.5,6.6,0.565,0.649,7.0,6.8,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,6.0,6.6,7.7,7.1,0.640,7.5,6.6,0.615,0.650,0.637,7.5,7.6,7.6
3,02/18/24 15:35:00,0.523,7.3,0.592,7.3,6.8,0.434,7.5,0.519,7.3,6.3,7.0,0.644,0.637,8.0,8.1,6.5,8.1,8.0,0.644,8.3,0.541,6.5,0.650,7.1,0.427,7.0,6.0,7.5,6.6,0.565,0.649,7.0,7.0,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,6.0,6.6,7.7,7.1,0.640,7.5,6.6,0.614,0.650,0.637,7.5,7.5,7.6
4,02/18/24 15:40:00,0.523,7.3,0.592,7.3,6.7,0.434,7.5,0.519,7.3,6.3,7.0,0.644,0.637,8.0,8.1,7.0,8.1,8.0,0.644,8.1,0.541,6.5,0.650,7.1,0.427,7.0,6.0,7.5,6.6,0.566,0.649,7.0,7.0,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,5.8,6.6,7.7,7.1,0.640,7.5,6.6,0.612,0.650,0.637,7.5,7.5,7.6
5,02/18/24 15:45:00,0.523,7.3,0.592,7.3,6.7,0.434,7.5,0.519,7.2,6.3,7.0,0.644,0.640,8.0,8.1,7.0,8.1,7.5,0.644,8.1,0.545,6.5,0.650,7.1,0.427,7.0,5.8,7.5,6.6,0.565,0.649,7.0,7.0,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,5.8,6.6,7.7,7.1,0.640,7.5,6.6,0.611,0.650,0.637,7.5,7.5,7.6
6,02/18/24 15:50:00,0.523,7.3,0.592,7.3,6.7,0.434,7.5,0.519,7.2,6.3,7.1,0.644,0.637,8.0,8.1,7.0,8.1,8.0,0.644,8.3,0.541,6.5,0.650,7.1,0.427,7.0,6.0,7.5,6.6,0.565,0.649,7.0,7.0,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,5.8,6.6,7.7,7.1,0.640,7.5,6.5,0.610,0.650,0.637,7.5,7.5,7.6
7,02/18/24 15:55:00,0.523,7.3,0.592,7.3,6.7,0.434,7.3,0.519,7.3,6.2,7.0,0.644,0.637,8.0,8.1,6.5,8.1,7.5,0.644,8.3,0.541,6.5,0.650,7.1,0.427,7.0,5.8,7.5,6.6,0.565,0.649,7.0,7.0,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,5.8,6.6,7.8,7.1,0.640,7.5,6.5,0.608,0.650,0.637,7.5,7.5,7.6
8,02/18/24 16:00:00,0.523,7.3,0.592,7.3,6.7,0.434,7.3,0.520,7.2,6.2,7.1,0.644,0.640,8.0,8.1,6.5,8.1,7.5,0.644,8.3,0.545,6.5,0.650,7.1,0.427,7.0,6.0,7.5,6.5,0.565,0.649,7.0,7.0,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.291,5.8,6.6,7.7,7.1,0.640,7.5,6.5,0.608,0.650,0.637,7.5,7.5,7.6
9,02/18/24 16:05:00,0.523,7.3,0.592,7.3,6.7,0.434,7.5,0.519,7.3,6.2,7.0,0.644,0.640,8.0,8.1,6.5,8.1,7.5,0.644,8.1,0.545,6.5,0.650,7.1,0.427,7.0,5.8,7.5,6.6,0.565,0.649,7.0,7.0,6.1,7.0,6.5,0.340,6.2,0.207,7.0,0.392,0.291,5.8,6.6,7.7,7.1,0.640,7.5,6.5,0.606,0.650,0.637,7.5,7.5,7.6
10,02/18/24 16:10:00,0.523,7.3,0.592,7.3,6.7,0.434,7.5,0.520,7.2,6.2,7.1,0.644,0.640,8.0,8.1,6.5,8.1,7.5,0.644,8.3,0.545,6.5,0.650,7.0,0.427,7.0,5.8,7.5,6.5,0.565,0.649,7.0,7.0,6.2,6.8,6.5,0.340,6.2,0.207,7.0,0.392,0.292,5.7,6.6,7.7,7.1,0.640,7.5,6.5,0.605,0.650,0.637,7.6,7.5,7.6
