Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,12/16/23 15:35:00,0.291,8.5,0.271,7.8,3.6,0.235,6.3,0.253,5.3,2.0,7.0,0.350,0.311,9.5,10.8,6.5,10.5,8.5,0.480,11.1,0.276,4.0,0.202,8.3,0.126,8.6,2.5,9.1,4.6,0.094,0.151,6.3,7.2,2.7,7.3,6.1,0.230,4.0,0.118,8.1,0.303,0.170,1.8,5.2,8.2,5.0,0.617,8.6,2.8,0.245,0.314,0.370,7.0,9.3,9.8
2,12/16/23 15:40:00,0.291,8.6,0.271,8.0,3.6,0.235,6.5,0.252,5.3,2.0,7.0,0.350,0.311,9.5,10.8,6.0,10.5,8.5,0.480,11.1,0.276,4.0,0.202,8.1,0.126,8.6,2.5,9.1,4.6,0.094,0.151,6.3,7.3,2.7,7.5,6.3,0.230,4.0,0.118,8.1,0.303,0.170,1.8,5.2,8.2,5.0,0.000,0.0,2.8,0.245,0.314,0.000,7.0,0.0,0.0
3,12/16/23 15:45:00,0.291,8.6,0.271,8.0,3.6,0.235,6.3,0.252,5.3,2.1,7.0,0.350,0.311,9.5,10.8,6.5,10.5,8.5,0.480,11.1,0.276,4.0,0.202,8.3,0.126,8.6,2.5,9.1,4.6,0.094,0.151,6.3,7.3,2.7,7.3,6.3,0.230,4.0,0.118,8.1,0.303,0.170,1.8,5.2,8.2,5.0,0.617,8.6,2.7,0.245,0.314,0.370,7.0,9.1,9.8
4,12/16/23 15:50:00,0.291,8.6,0.271,8.0,3.6,0.235,6.3,0.252,5.2,2.0,7.0,0.350,0.312,9.5,10.8,6.0,10.5,8.5,0.480,11.1,0.277,4.0,0.202,8.1,0.126,8.5,2.5,9.1,4.6,0.094,0.151,6.3,7.3,2.7,7.3,6.1,0.230,4.0,0.118,8.1,0.303,0.170,1.8,5.2,8.2,5.0,0.617,8.6,2.7,0.245,0.314,0.370,6.8,9.3,9.8
5,12/16/23 15:55:00,0.291,8.6,0.271,8.0,3.6,0.235,6.5,0.253,5.3,2.1,7.0,0.350,0.311,9.5,10.6,6.0,10.5,8.5,0.480,11.1,0.275,4.0,0.202,8.3,0.125,8.6,2.5,9.1,4.6,0.094,0.151,6.3,7.3,2.7,7.3,6.1,0.230,4.0,0.118,8.1,0.303,0.170,1.8,5.2,8.2,4.8,0.000,0.0,2.7,0.245,0.314,0.000,6.8,0.0,0.0
6,12/16/23 16:00:00,0.291,8.6,0.271,8.0,3.6,0.235,6.3,0.252,5.3,2.0,7.0,0.350,0.311,9.5,10.8,6.0,10.5,8.5,0.480,11.1,0.275,4.0,0.202,8.1,0.125,8.6,2.5,9.3,4.6,0.094,0.150,6.3,7.2,2.7,7.3,6.3,0.230,4.0,0.118,8.1,0.303,0.170,1.8,5.2,8.2,4.8,0.617,8.6,2.7,0.245,0.314,0.370,6.8,9.3,9.8
7,12/16/23 16:05:00,0.291,8.5,0.271,8.0,3.5,0.235,6.5,0.252,5.3,2.0,7.1,0.350,0.311,9.5,10.8,6.0,10.5,8.5,0.480,11.1,0.275,4.0,0.202,8.3,0.125,8.6,2.5,9.1,4.5,0.094,0.151,6.3,7.2,2.7,7.3,6.3,0.230,4.0,0.118,8.1,0.303,0.170,1.7,5.2,8.2,4.8,0.000,0.0,2.7,0.245,0.314,0.000,6.8,0.0,0.0
8,12/16/23 16:10:00,0.291,8.6,0.271,8.0,3.6,0.235,6.3,0.253,5.2,2.0,7.0,0.350,0.312,9.5,10.6,6.0,10.5,8.5,0.480,11.1,0.276,4.0,0.202,8.3,0.125,8.6,2.5,9.1,4.5,0.094,0.151,6.3,7.2,2.7,7.3,6.3,0.230,4.0,0.118,8.1,0.303,0.170,1.8,5.2,8.2,4.8,0.000,0.0,2.7,0.245,0.314,0.000,6.8,0.0,0.0
9,12/16/23 16:15:00,0.291,8.6,0.271,8.0,3.6,0.235,6.3,0.252,5.2,2.0,7.0,0.350,0.311,9.5,10.8,6.0,10.5,8.5,0.480,11.1,0.275,4.0,0.202,8.1,0.125,8.5,2.5,9.1,4.5,0.094,0.151,6.3,7.3,2.7,7.5,6.1,0.230,4.0,0.118,8.1,0.303,0.169,1.8,5.2,8.2,4.8,0.615,8.6,2.7,0.245,0.314,0.370,7.0,9.3,9.6
10,12/16/23 16:20:00,0.291,8.6,0.271,8.0,3.6,0.235,6.3,0.252,5.2,2.0,7.0,0.350,0.311,9.0,10.8,6.0,10.5,8.5,0.480,11.1,0.277,4.0,0.202,8.3,0.125,8.6,2.5,9.1,4.5,0.094,0.151,6.3,7.3,2.7,7.5,6.3,0.230,4.0,0.118,8.1,0.303,0.169,1.8,5.3,8.2,4.8,0.615,8.6,2.7,0.245,0.313,0.370,6.8,9.3,9.8
