Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,03/27/23 15:40:00,0.392,4.3,0.480,4.0,2.6,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.3,3.5,4.5,5.0,0.375,4.3,0.135,2.5,0.505,3.2,0.262,3.5,1.0,4.0,1.7,0.264,0.432,2.5,2.8,1.0,2.5,1.7,0.268,1.1,0.084,2.7,0.380,0.111,0.8,1.6,3.3,2.6,0.450,2.7,1.7,0.359,0.424,0.482,3.1,2.7,2.7
2,03/27/23 15:45:00,0.392,4.3,0.480,4.0,2.6,0.279,3.8,0.425,3.6,1.6,3.7,0.310,0.227,4.5,4.5,3.5,4.5,5.0,0.375,4.3,0.135,2.5,0.505,3.5,0.262,3.5,1.0,4.1,1.7,0.264,0.432,2.5,2.8,0.8,2.5,1.7,0.268,1.1,0.084,2.7,0.380,0.110,0.8,1.7,3.2,2.6,0.450,2.7,1.8,0.359,0.424,0.482,3.1,2.7,2.7
3,03/27/23 15:50:00,0.392,4.3,0.480,4.0,2.6,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.3,3.5,4.5,5.0,0.375,4.3,0.135,2.5,0.505,3.5,0.262,3.5,1.0,4.1,1.7,0.264,0.432,2.5,2.8,1.0,2.5,1.7,0.268,1.1,0.084,2.7,0.380,0.110,1.0,1.6,3.2,2.5,0.450,2.7,1.8,0.359,0.424,0.482,3.1,2.7,3.0
4,03/27/23 15:55:00,0.392,4.3,0.480,4.0,2.5,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.3,3.5,4.5,5.0,0.375,4.3,0.135,2.5,0.505,3.5,0.262,3.5,1.0,4.0,1.7,0.264,0.432,2.5,2.7,0.8,2.5,1.7,0.268,1.1,0.083,2.7,0.380,0.110,0.8,1.7,3.2,2.5,0.450,2.7,1.7,0.359,0.424,0.482,3.1,2.7,2.7
5,03/27/23 16:00:00,0.392,4.3,0.480,4.0,2.5,0.279,3.8,0.427,3.5,1.6,3.7,0.310,0.227,4.5,4.3,3.5,4.5,5.0,0.375,4.3,0.135,2.5,0.505,3.5,0.262,3.5,1.0,4.1,1.7,0.264,0.432,2.5,2.7,0.8,2.5,1.7,0.268,1.1,0.083,2.7,0.380,0.110,1.0,1.7,3.2,2.5,0.450,2.7,1.7,0.359,0.424,0.482,3.1,2.7,2.7
6,03/27/23 16:05:00,0.392,4.3,0.482,4.0,2.5,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.3,3.5,4.5,5.0,0.375,4.3,0.136,2.5,0.505,3.5,0.262,3.5,1.0,4.0,1.7,0.263,0.432,2.5,2.8,1.0,2.5,1.7,0.268,1.1,0.083,2.7,0.380,0.110,0.8,1.6,3.2,2.5,0.450,2.7,1.7,0.359,0.424,0.480,3.1,2.7,2.7
7,03/27/23 16:10:00,0.392,4.3,0.482,4.0,2.5,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.3,3.5,4.5,5.0,0.375,4.5,0.136,2.5,0.505,3.5,0.262,3.5,1.0,4.0,1.7,0.263,0.432,2.5,2.8,1.0,2.5,1.7,0.267,1.1,0.083,2.7,0.380,0.110,0.8,1.6,3.2,2.5,0.450,2.7,1.7,0.360,0.424,0.480,3.1,2.7,2.7
8,03/27/23 16:15:00,0.392,4.3,0.480,4.0,2.5,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.5,3.5,4.5,5.0,0.375,4.3,0.136,2.5,0.505,3.2,0.262,3.5,1.0,4.0,1.7,0.263,0.432,2.5,2.7,1.0,2.5,1.7,0.268,1.1,0.083,2.7,0.380,0.110,0.8,1.6,3.2,2.5,0.450,2.7,1.7,0.360,0.424,0.484,3.1,2.7,2.7
9,03/27/23 16:20:00,0.392,4.3,0.480,4.0,2.5,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.5,3.5,4.6,5.0,0.375,4.5,0.137,2.5,0.505,3.5,0.262,3.5,1.0,4.0,1.7,0.263,0.432,2.5,2.8,1.0,2.5,2.0,0.268,1.1,0.083,2.7,0.380,0.110,1.0,1.6,3.3,2.5,0.450,2.7,1.8,0.360,0.424,0.480,3.1,2.7,2.7
10,03/27/23 16:25:00,0.392,4.3,0.480,4.0,2.5,0.279,3.8,0.425,3.5,1.6,3.7,0.310,0.227,4.5,4.5,3.5,4.5,5.0,0.375,4.3,0.137,2.5,0.505,3.5,0.262,3.5,1.0,4.0,1.7,0.263,0.432,2.5,2.8,1.0,0.0,0.0,0.000,1.1,0.083,0.0,0.000,0.109,1.0,1.7,3.2,2.5,0.450,2.7,1.8,0.360,0.424,0.480,3.1,2.7,3.0
