Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,01/21/24 14:45:00,0.444,7.0,0.494,7.0,7.0,0.379,7.2,0.415,7.2,6.6,6.8,0.644,0.654,8.5,8.3,7.0,8.1,8.0,0.644,8.5,0.500,6.5,0.650,7.0,0.398,7.0,6.3,7.3,7.0,0.463,0.649,7.2,7.1,6.7,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.247,6.3,6.7,7.7,7.3,0.640,7.1,6.7,0.573,0.650,0.637,7.6,7.3,7.5
2,01/21/24 14:50:00,0.444,7.0,0.494,7.0,7.0,0.379,7.2,0.415,7.3,6.6,6.8,0.644,0.654,8.0,8.1,7.0,8.3,8.0,0.644,8.5,0.503,6.5,0.650,7.0,0.397,7.0,6.3,7.3,7.0,0.456,0.649,7.2,7.0,6.7,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.247,6.3,6.7,7.6,7.3,0.640,7.3,6.7,0.571,0.650,0.637,7.6,7.3,7.5
3,01/21/24 14:55:00,0.444,7.0,0.494,7.0,7.0,0.379,7.2,0.415,7.2,6.5,6.8,0.644,0.654,8.5,8.1,7.5,8.3,8.0,0.644,8.5,0.502,6.5,0.650,7.1,0.396,7.0,6.3,7.3,7.0,0.449,0.649,7.2,7.0,6.7,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.247,6.3,6.7,7.7,7.3,0.640,7.1,6.7,0.570,0.650,0.637,7.6,7.3,7.5
4,01/21/24 15:00:00,0.444,7.0,0.494,7.0,7.0,0.378,7.2,0.415,7.2,6.5,6.8,0.644,0.654,8.5,8.1,7.0,8.3,8.0,0.644,8.5,0.500,6.5,0.650,7.0,0.394,7.0,6.2,7.3,7.0,0.444,0.649,7.2,7.0,6.6,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.247,6.2,6.7,7.7,7.3,0.640,7.3,6.7,0.569,0.650,0.637,7.6,7.3,7.5
5,01/21/24 15:05:00,0.444,7.0,0.494,7.0,6.8,0.378,7.2,0.415,7.2,6.5,6.8,0.644,0.654,8.5,8.1,7.0,8.3,8.0,0.644,8.5,0.500,6.5,0.650,7.1,0.393,7.0,6.2,7.3,6.8,0.437,0.649,7.2,7.0,6.6,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.247,6.2,6.8,7.7,7.3,0.640,7.1,6.7,0.568,0.650,0.637,7.6,7.3,7.5
6,01/21/24 15:10:00,0.444,7.0,0.494,7.0,6.8,0.378,7.2,0.415,7.2,6.5,6.8,0.644,0.654,8.5,8.1,7.0,8.3,8.0,0.644,8.5,0.502,6.5,0.650,7.1,0.392,7.0,6.2,7.3,7.0,0.431,0.649,7.2,7.0,6.6,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.246,6.2,6.8,7.7,7.3,0.640,7.3,6.7,0.567,0.650,0.637,7.6,7.5,7.5
7,01/21/24 15:15:00,0.444,7.0,0.494,7.0,6.8,0.378,7.2,0.417,7.2,6.5,6.8,0.644,0.654,8.0,8.1,7.0,8.3,8.0,0.644,8.5,0.502,6.5,0.650,7.1,0.391,7.0,6.2,7.3,7.0,0.426,0.649,7.2,7.0,6.6,7.0,6.5,0.295,6.6,0.172,7.0,0.355,0.247,6.2,6.7,7.7,7.2,0.640,7.1,6.7,0.566,0.650,0.637,7.6,7.3,7.5
8,01/21/24 15:20:00,0.444,7.0,0.494,7.0,6.8,0.378,7.2,0.415,7.2,6.5,6.8,0.644,0.654,8.5,8.1,7.0,8.3,8.0,0.644,8.5,0.500,6.5,0.650,7.0,0.391,7.0,6.2,7.3,6.8,0.420,0.649,7.2,7.0,6.6,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.247,6.2,6.8,7.7,7.3,0.640,7.1,6.7,0.565,0.650,0.637,7.6,7.3,7.5
9,01/21/24 15:25:00,0.444,7.0,0.494,7.0,6.8,0.378,7.2,0.417,7.2,6.5,6.8,0.644,0.654,8.5,8.1,7.0,8.3,8.0,0.644,8.5,0.502,6.5,0.650,7.0,0.390,7.0,6.2,7.3,6.8,0.416,0.649,7.1,7.0,6.6,7.0,6.5,0.295,6.6,0.172,7.0,0.355,0.246,6.2,6.8,7.7,7.2,0.640,7.1,6.6,0.564,0.650,0.637,7.6,7.3,7.5
10,01/21/24 15:30:00,0.444,7.0,0.494,7.0,6.8,0.378,7.2,0.415,7.3,6.5,6.8,0.644,0.654,8.5,8.3,7.0,8.3,8.0,0.644,8.5,0.499,6.5,0.650,7.1,0.389,7.0,6.2,7.3,6.8,0.411,0.649,7.1,7.0,6.6,7.0,6.5,0.293,6.6,0.172,7.0,0.355,0.246,6.2,6.7,7.7,7.2,0.640,7.1,6.6,0.563,0.650,0.637,7.6,7.3,7.5
