Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,01/25/24 02:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,7.7,,,7.5,,,,,,7.8,8.1
2,01/25/24 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,7.7,,,7.5,,,,,,7.8,8.1
3,01/25/24 02:15:00,0.449,7.6,0.514,7.6,7.5,0.388,7.5,0.429,7.3,8.2,7.3,0.644,0.627,8.0,8.5,7.5,8.5,8.0,0.644,8.6,0.513,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.3,0.373,0.530,7.1,7.1,7.6,7.5,7.0,0.293,6.5,0.170,7.6,0.360,0.250,8.2,6.8,7.7,8.0,0.640,7.5,8.6,0.506,0.650,0.639,7.6,7.8,8.0
4,01/25/24 02:20:00,0.449,7.6,0.514,7.5,7.3,0.388,7.5,0.427,7.3,8.1,7.3,0.644,0.627,8.0,8.5,8.0,8.5,8.0,0.644,8.6,0.513,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.2,0.373,0.529,7.1,7.1,7.5,7.5,7.0,0.295,6.6,0.170,7.6,0.360,0.250,8.2,6.8,7.7,8.0,0.640,7.5,8.5,0.506,0.650,0.639,7.6,7.8,8.1
5,01/25/24 02:25:00,0.449,7.6,0.514,7.6,7.5,0.388,7.5,0.429,7.3,8.2,7.3,0.644,0.627,8.0,8.5,7.5,8.3,8.0,0.644,8.6,0.513,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.3,0.373,0.530,7.1,7.1,7.6,7.5,7.0,0.295,6.6,0.170,7.6,0.360,0.250,8.2,6.8,7.7,7.8,0.640,7.5,8.5,0.506,0.650,0.639,7.6,7.8,8.1
6,01/25/24 02:30:00,0.449,7.6,0.514,7.6,7.3,0.388,7.5,0.427,7.3,8.1,7.5,0.644,0.625,8.0,8.5,7.5,8.5,8.0,0.644,8.8,0.509,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.2,0.373,0.529,7.1,7.1,7.6,7.5,7.0,0.295,6.6,0.170,7.6,0.360,0.250,8.2,6.8,7.7,8.0,0.640,7.5,8.5,0.506,0.650,0.639,7.6,7.8,8.0
7,01/25/24 02:35:00,0.449,7.6,0.514,7.6,7.5,0.388,7.5,0.427,7.3,8.1,7.3,0.644,0.627,8.0,8.5,7.5,8.5,8.0,0.644,8.6,0.513,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.3,0.373,0.529,7.1,7.1,7.6,7.5,7.0,0.295,6.6,0.170,7.6,0.360,0.250,8.2,6.8,7.7,8.0,0.640,7.5,8.5,0.506,0.650,0.639,7.6,7.8,8.0
8,01/25/24 02:40:00,0.449,7.6,0.514,7.5,7.5,0.389,7.5,0.427,7.3,8.1,7.5,0.644,0.625,8.0,8.5,7.5,8.5,8.0,0.644,8.6,0.509,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.3,0.373,0.529,7.1,7.1,7.5,7.5,7.0,0.295,6.6,0.170,7.6,0.360,0.250,8.2,6.8,7.7,8.0,0.640,7.5,8.5,0.507,0.650,0.639,7.6,7.8,8.1
9,01/25/24 02:45:00,0.449,7.6,0.514,7.5,7.5,0.389,7.5,0.427,7.3,8.1,7.3,0.644,0.627,8.0,8.5,7.5,8.5,8.0,0.644,8.6,0.513,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.2,0.373,0.529,7.1,7.1,7.6,7.5,7.0,0.295,6.6,0.170,7.6,0.360,0.250,8.2,6.8,7.7,8.0,0.640,7.5,8.5,0.508,0.650,0.639,7.6,7.8,8.0
10,01/25/24 02:50:00,0.449,7.6,0.514,7.6,7.5,0.389,7.5,0.427,7.3,8.1,7.3,0.644,0.627,8.0,8.5,7.5,8.5,8.0,0.644,8.6,0.513,8.5,0.650,7.5,0.375,7.5,7.6,7.8,7.2,0.373,0.529,7.1,7.1,7.6,7.5,7.0,0.295,6.6,0.170,7.8,0.360,0.250,8.2,6.8,7.7,8.0,0.640,7.5,8.5,0.511,0.650,0.639,7.6,7.8,8.0
