date,dateutc,tempinf,humidityin,baromrelin,baromabsin,tempf,humidity,winddir,winddir_avg10m,windspeedmph,windspdmph_avg10m,windgustmph,maxdailygust,hourlyrainin,eventrainin,dailyrainin,weeklyrainin,monthlyrainin,yearlyrainin,solarradiation,uv,temp1f,humidity1,feelsLike,dewPoint,feelsLike1,dewPoint1,feelsLikein,dewPointin,lastRain,passkey,time,loc,pm25_in,pm25_in_24h,pm25,pm25_24h,lightning_day,batt_lightning,lightning_hour,soilhum3
2022-12-31 19:05:00,1672542300000,72.0,47,29.28,29.28,48.6,93.0,186.0,120.0,0.0,0.0,1.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.7,87,48.6,46.67,50.7,47.0,71.1,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:10:00,1672542600000,72.0,47,29.292,29.292,48.6,92.0,266.0,120.0,1.3,1.3,2.9,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.7,88,48.6,46.38,50.7,47.3,71.1,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:15:00,1672542900000,72.0,48,29.286,29.286,49.1,90.0,275.0,275.0,1.6,1.3,2.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.7,87,49.1,46.29,50.7,47.0,71.2,51.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:20:00,1672543200000,72.0,48,29.289,29.289,50.5,85.0,205.0,205.0,1.3,1.6,3.6,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.7,86,50.5,46.16,50.7,46.7,71.2,51.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:25:00,1672543500000,72.1,48,29.289,29.289,49.5,89.0,210.0,205.0,2.9,2.2,4.7,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.9,86,49.5,46.39,50.9,46.9,71.3,51.3,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:30:00,1672543800000,72.0,48,29.297,29.297,48.9,91.0,40.0,255.0,0.0,2.2,2.9,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.7,87,48.9,46.39,50.7,47.0,71.2,51.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:35:00,1672544100000,72.0,48,29.292,29.292,48.4,93.0,278.0,116.0,2.2,2.0,3.1,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.5,87,48.4,46.47,50.5,46.8,71.2,51.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:40:00,1672544400000,72.0,48,29.295,29.295,48.2,93.0,274.0,116.0,1.3,1.6,1.6,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.5,88,48.2,46.27,50.5,47.1,71.2,51.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:45:00,1672544700000,72.0,48,29.295,29.295,48.6,92.0,259.0,232.0,2.7,1.3,3.4,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.4,88,48.6,46.38,50.4,47.0,71.2,51.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:50:00,1672545000000,72.0,48,29.295,29.295,48.6,91.0,251.0,257.0,0.0,1.3,4.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.4,88,48.6,46.09,50.4,47.0,71.2,51.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 19:55:00,1672545300000,71.8,48,29.295,29.295,48.4,93.0,210.0,257.0,1.1,1.6,3.6,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.2,88,48.4,46.47,50.2,46.8,70.9,51.0,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:00:00,1672545600000,71.8,48,29.292,29.292,48.4,93.0,127.0,282.0,0.0,1.3,2.5,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.2,88,48.4,46.47,50.2,46.8,70.9,51.0,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:05:00,1672545900000,71.8,48,29.295,29.295,48.0,93.0,122.0,127.0,0.0,1.1,0.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.0,88,48.0,46.07,50.0,46.6,70.9,51.0,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:10:00,1672546200000,71.8,48,29.295,29.295,47.7,94.0,288.0,113.0,1.3,0.0,1.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.2,88,47.7,46.06,50.2,46.8,70.9,51.0,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:15:00,1672546500000,71.6,48,29.295,29.295,47.1,95.0,307.0,291.0,2.5,1.3,4.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.0,88,47.1,45.74,50.0,46.6,70.7,50.9,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:20:00,1672546800000,71.6,48,29.289,29.289,46.9,96.0,114.0,263.0,0.0,2.0,1.6,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.8,88,46.9,45.82,49.8,46.4,70.7,50.9,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:25:00,1672547100000,71.4,48,29.295,29.295,46.9,95.0,226.0,154.0,1.6,0.0,4.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.6,89,46.9,45.54,49.6,46.5,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:30:00,1672547400000,71.4,48,29.297,29.297,48.2,92.0,205.0,238.0,0.0,1.3,4.3,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.6,89,48.2,45.99,49.6,46.5,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:35:00,1672547700000,71.4,48,29.295,29.295,47.5,94.0,113.0,113.0,0.0,1.3,1.3,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.6,88,47.5,45.86,49.6,46.2,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:40:00,1672548000000,71.4,48,29.297,29.297,46.9,95.0,113.0,113.0,0.0,0.0,0.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.6,89,46.9,45.54,49.6,46.5,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:45:00,1672548300000,71.4,48,29.303,29.303,46.6,96.0,102.0,110.0,0.0,0.0,1.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.5,88,46.6,45.52,49.5,46.1,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:50:00,1672548600000,71.2,48,29.297,29.297,46.2,96.0,209.0,110.0,0.0,0.0,1.3,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.3,89,46.2,45.12,49.3,46.2,70.3,50.5,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 20:55:00,1672548900000,71.4,48,29.303,29.303,45.9,96.0,305.0,289.0,1.8,0.0,5.1,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.1,89,45.9,44.82,49.1,46.0,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:00:00,1672549200000,71.4,48,29.303,29.303,45.7,97.0,111.0,185.0,1.1,1.1,2.2,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.9,89,45.7,44.9,48.9,45.8,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:05:00,1672549500000,71.4,48,29.297,29.297,46.2,96.0,155.0,180.0,0.0,1.1,2.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.7,89,46.2,45.12,48.7,45.6,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:10:00,1672549800000,71.4,48,29.3,29.3,46.2,97.0,160.0,177.0,0.0,1.1,2.7,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.6,90,46.2,45.4,48.6,45.8,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:15:00,1672550100000,71.4,48,29.3,29.3,46.8,94.0,40.0,156.0,2.7,1.1,3.6,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.6,90,46.8,45.17,48.6,45.8,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:20:00,1672550400000,71.4,48,29.297,29.297,45.7,96.0,30.0,30.0,1.1,1.6,2.7,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.4,89,45.7,44.63,48.4,45.3,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:25:00,1672550700000,71.4,48,29.3,29.3,45.3,97.0,286.0,72.0,2.7,1.3,3.4,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.4,89,45.3,44.5,48.4,45.3,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:30:00,1672551000000,71.4,48,29.303,29.303,44.6,97.0,274.0,281.0,3.4,2.0,3.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.2,89,43.17,43.8,48.2,45.1,70.5,50.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:35:00,1672551300000,71.2,48,29.303,29.303,44.2,98.0,199.0,278.0,1.1,2.0,4.7,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.0,89,44.2,43.67,48.0,44.9,70.3,50.5,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:40:00,1672551600000,71.2,48,29.309,29.309,44.8,98.0,218.0,282.0,1.8,1.6,3.1,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,47.7,89,44.8,44.27,47.7,44.6,70.3,50.5,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:45:00,1672551900000,71.2,48,29.306,29.306,45.0,97.0,315.0,174.0,0.0,1.1,1.6,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,47.7,90,45.0,44.2,47.7,44.9,70.3,50.5,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:50:00,1672552200000,71.2,48,29.306,29.306,44.8,96.0,314.0,269.0,1.3,1.1,3.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,47.7,90,44.8,43.73,47.7,44.9,70.3,50.5,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 21:55:00,1672552500000,71.1,48,29.312,29.312,45.1,96.0,285.0,191.0,2.0,1.3,3.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,47.3,90,45.1,44.03,47.3,44.5,70.2,50.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:00:00,1672552800000,71.1,48,29.303,29.303,44.8,96.0,163.0,272.0,1.3,1.8,5.4,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,47.3,90,44.8,43.73,47.3,44.5,70.2,50.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:05:00,1672553100000,71.1,48,29.309,29.309,45.0,97.0,213.0,206.0,3.6,2.2,4.9,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.9,91,43.44,44.2,46.9,44.4,70.2,50.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:10:00,1672553400000,71.1,48,29.312,29.312,43.9,97.0,143.0,206.0,0.0,2.0,4.3,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.8,91,43.9,43.1,46.8,44.3,70.2,50.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:15:00,1672553700000,70.9,48,29.312,29.312,44.6,97.0,266.0,124.0,2.7,1.6,4.9,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.8,91,44.6,43.8,46.8,44.3,69.9,50.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:20:00,1672554000000,70.9,48,29.315,29.315,44.1,95.0,259.0,252.0,3.6,1.6,4.5,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.8,90,42.41,42.76,46.8,44.0,69.9,50.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:25:00,1672554300000,70.9,48,29.315,29.315,44.4,95.0,282.0,266.0,4.0,2.0,4.5,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.6,90,42.4,43.06,46.6,43.8,69.9,50.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:30:00,1672554600000,70.9,48,29.318,29.318,44.8,94.0,136.0,136.0,2.5,2.5,4.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.8,90,44.8,43.18,46.8,44.0,69.9,50.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:35:00,1672554900000,70.7,48,29.327,29.327,44.6,94.0,249.0,200.0,2.9,2.0,3.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.4,90,44.6,42.98,46.4,43.6,69.7,50.0,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:40:00,1672555200000,70.7,48,29.327,29.327,44.2,93.0,209.0,116.0,3.1,1.8,4.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,46.4,89,43.01,42.31,46.4,43.3,69.7,50.0,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:45:00,1672555500000,70.5,48,29.318,29.318,46.8,85.0,194.0,167.0,3.8,2.0,4.5,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,47.1,86,45.33,42.53,47.1,43.1,69.5,49.9,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:50:00,1672555800000,70.5,48,29.333,29.333,52.7,67.0,109.0,78.0,6.0,4.3,11.2,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,47.8,79,52.7,42.05,47.8,41.6,69.5,49.9,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 22:55:00,1672556100000,70.5,48,29.327,29.327,48.2,76.0,109.0,109.0,2.0,3.1,5.4,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.7,79,48.2,41.0,48.7,42.5,69.5,49.9,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:00:00,1672556400000,70.3,48,29.327,29.327,49.3,79.0,280.0,272.0,3.6,2.0,4.5,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,48.9,79,48.37,43.07,48.9,42.7,69.3,49.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:05:00,1672556700000,70.3,48,29.33,29.33,50.5,73.0,238.0,220.0,2.7,2.2,5.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.1,78,50.5,42.17,49.1,42.5,69.3,49.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:10:00,1672557000000,70.3,48,29.33,29.33,48.7,78.0,135.0,214.0,1.3,2.2,4.7,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.3,79,48.7,42.15,49.3,43.1,69.3,49.7,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:15:00,1672557300000,70.2,48,29.327,29.327,48.4,78.0,246.0,274.0,0.0,1.8,3.8,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.1,80,48.4,41.86,49.1,43.2,69.2,49.6,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:20:00,1672557600000,70.2,48,29.33,29.33,48.9,78.0,227.0,265.0,1.1,2.0,4.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.1,78,48.9,42.35,49.1,42.5,69.2,49.6,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:25:00,1672557900000,70.2,48,29.327,29.327,48.9,70.0,216.0,211.0,3.8,3.1,6.7,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,49.3,76,47.75,39.55,49.3,42.1,69.2,49.6,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:30:00,1672558200000,70.0,48,29.336,29.336,52.7,64.0,276.0,157.0,2.9,3.4,6.0,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.2,69,52.7,40.87,50.2,40.4,69.0,49.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:35:00,1672558500000,70.0,48,29.336,29.336,53.2,60.0,150.0,164.0,4.7,2.9,5.1,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,50.9,68,53.2,39.68,50.9,40.7,69.0,49.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:40:00,1672558800000,70.0,48,29.336,29.336,52.9,61.0,146.0,145.0,1.3,2.5,4.3,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,51.1,68,52.9,39.82,51.1,40.9,69.0,49.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:45:00,1672559100000,70.0,48,29.342,29.342,52.0,58.0,257.0,137.0,1.1,2.2,5.1,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,51.1,66,52.0,37.69,51.1,40.1,69.0,49.4,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:50:00,1672559400000,69.8,48,29.342,29.342,52.5,59.0,132.0,137.0,2.5,2.7,6.5,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,51.1,64,52.5,38.59,51.1,39.4,68.7,49.2,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
2022-12-31 23:55:00,1672559700000,69.8,49,29.345,29.345,51.8,60.0,137.0,147.0,1.3,2.9,6.3,30.6,0.0,1.7,0.63,2.85,4.42,4.42,0.0,0.0,51.3,61,51.8,38.36,51.3,38.3,68.8,49.8,2023-01-01T01:41:00.000Z,4ff9378d7a1fcdb79df4ff0cc205611c,1672531200000.0,4ff9378d7a1fcdb79df4ff0cc205611c/daily/1672531200000.json,,,,,,,,
